proteinname,go_IC
lpx1,triglyceride catabolic process
end3,actin cortical patch assembly
end3,cytokinesis
end3,endocytosis
end3,actin filament organization
end3,bipolar cellular bud site selection
end3,ascospore wall assembly
mup1,sulfur amino acid transport
mup1,amino acid transmembrane transport
mup1,transport
mup1,amino acid transport
mup1,L-amino acid transport
mup1,methionine transport
mup1,cysteine transport
mup1,methionine import
mup1,L-alpha-amino acid transmembrane transport
ett1,"transcription, DNA-templated"
ett1,"regulation of transcription, DNA-templated"
ett1,translational termination
ett1,regulation of translation
ett1,positive regulation of transcription from RNA polymerase II promoter in response to hypoxia
ett1,positive regulation of cellular response to hypoxia
ett1,positive regulation of SREBP signaling pathway
ybr287w,transport
ybr287w,biological_process unknown
ybr287w,transmembrane transport
grx4,cellular iron ion homeostasis
grx4,actin cytoskeleton organization
grx4,positive regulation of histone deacetylation
grx4,cellular response to oxidative stress
grx4,cell redox homeostasis
grx4,oxidation-reduction process
grx4,negative regulation of transcription regulatory region DNA binding
sps22,sporulation resulting in formation of a cellular spore
sps22,ascospore wall assembly
sps22,fungal-type cell wall organization
rpl13bp,cytoplasmic translation
rpl13bp,translation
rpl13bp,macroautophagy
lys20,histone displacement
lys20,DNA repair
lys20,cellular amino acid biosynthetic process
lys20,lysine biosynthetic process
lys20,carboxylic acid metabolic process
lys20,lysine biosynthetic process via aminoadipic acid
gpg1,invasive growth in response to glucose limitation
gpg1,signal transduction
glo4,glutathione biosynthetic process
glo4,methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione
glo4,cellular carbohydrate metabolic process
ubp13,proteolysis
ubp13,ubiquitin-dependent protein catabolic process
ubp13,biological_process unknown
ubp13,free ubiquitin chain depolymerization
ubp13,protein deubiquitination
ups2,phospholipid transport
ups2,cardiolipin metabolic process
ups2,cristae formation
ups2,phosphatidylethanolamine metabolic process
ups2,negative regulation of phosphatidylcholine biosynthetic process
tos6,biological_process unknown
zds1,chromatin silencing
zds1,mRNA export from nucleus
zds1,transport
zds1,cell aging
zds1,positive regulation of G2/M transition of mitotic cell cycle
zds1,establishment of cell polarity
zds1,regulation of protein localization
zds1,negative regulation of catalytic activity
zds1,mRNA transport
zds1,cell wall organization
osh2,transport
osh2,lipid transport
osh2,exocytosis
osh2,endocytosis
osh2,sterol transport
osh2,maintenance of cell polarity
osh2,piecemeal microautophagy of nucleus
osh2,ER to Golgi ceramide transport
leo1,chromatin organization
leo1,"transcription, DNA-templated"
leo1,"DNA-templated transcription, termination"
leo1,"regulation of transcription, DNA-templated"
leo1,transcription elongation from RNA polymerase II promoter
leo1,histone modification
leo1,positive regulation of transcription elongation from RNA polymerase II promoter
leo1,histone H3-K4 trimethylation
leo1,regulation of transcription-coupled nucleotide-excision repair
leo1,regulation of histone H2B conserved C-terminal lysine ubiquitination
leo1,positive regulation of transcription elongation from RNA polymerase I promoter
cos6,biological_process unknown
cos6,vesicle-mediated transport
cos6,protein targeting to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway
cdc10,mitotic cytokinesis
cdc10,cytokinesis
cdc10,septin ring assembly
cdc10,cell cycle
cdc10,exit from mitosis
cdc10,maintenance of cell polarity
cdc10,sporulation
cdc10,cell division
mss11,"transcription, DNA-templated"
mss11,"regulation of transcription, DNA-templated"
mss11,transcription from RNA polymerase II promoter
mss11,positive regulation of starch catabolic process by positive regulation of transcription from RNA polymerase II promoter
mss11,positive regulation of invasive growth in response to glucose limitation by positive regulation of transcription from RNA polymerase II promoter
mss11,biofilm formation
mss11,positive regulation of pseudohyphal growth by positive regulation of transcription from RNA polymerase II promoter
mss11,positive regulation of flocculation via cell wall protein-carbohydrate interaction by positive regulation of transcription from RNA polymerase II promoter
pds1,mitotic sister chromatid segregation
pds1,recombinational repair
pds1,negative regulation of exit from mitosis
pds1,DNA metabolic process
pds1,cellular response to DNA damage stimulus
pds1,cell cycle
pds1,chromosome segregation
pds1,meiosis I
pds1,protein localization
pds1,chromosome organization
pds1,cell division
rsc58,G1/S transition of mitotic cell cycle
rsc58,nucleosome disassembly
rsc58,chromatin remodeling
rsc58,"transcription, DNA-templated"
rsc58,"regulation of transcription, DNA-templated"
rsc58,transcription elongation from RNA polymerase II promoter
rsc58,covalent chromatin modification
fur4,transport
fur4,nucleobase transport
fur4,uracil transport
fur4,transmembrane transport
fur4,uracil transmembrane transport
gpi13,GPI anchor biosynthetic process
gpi13,metabolic process
gpi13,cell wall organization
pau18,response to stress
pau18,biological_process unknown
pau18,fungal-type cell wall organization
om14,protein targeting to mitochondrion
om14,biological_process unknown
om14,ribosome localization
vps20,transport
vps20,vacuolar transport
vps20,protein transport
vps20,ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway
vps20,late endosome to vacuole transport
vps20,intralumenal vesicle formation
vps20,ATP export
hul4,cellular protein modification process
hul4,protein ubiquitination
hul4,protein ubiquitination involved in ubiquitin-dependent protein catabolic process
smc1,mitotic sister chromatid segregation
smc1,DNA repair
smc1,double-strand break repair
smc1,DNA recombination
smc1,cell cycle
smc1,sister chromatid cohesion
smc1,mitotic sister chromatid cohesion
smc1,chromosome condensation
smc1,chromosome organization
smc1,cell division
ark1,actin cortical patch assembly
ark1,cytokinesis
ark1,protein phosphorylation
ark1,actin filament organization
ark1,phosphorylation
ark1,regulation of endocytosis
gcr2,negative regulation of transcription from RNA polymerase II promoter
gcr2,"transcription, DNA-templated"
gcr2,"regulation of transcription, DNA-templated"
gcr2,positive regulation of transcription from RNA polymerase II promoter
gcr2,positive regulation of antisense RNA transcription
gcr2,positive regulation of ribosomal protein gene transcription from RNA polymerase II promoter
gcr2,regulation of glycolytic process by positive regulation of transcription from RNA polymerase II promoter
coq11,ubiquinone biosynthetic process
coq11,biological_process unknown
coq11,oxidation-reduction process
coq11,ubiquinone-6 biosynthetic process
rad9,DNA damage checkpoint
rad9,DNA repair
rad9,nucleotide-excision repair
rad9,double-strand break repair
rad9,cellular response to DNA damage stimulus
rad9,cell cycle
rad9,negative regulation of DNA replication
rad9,mitotic G1 DNA damage checkpoint
rad9,intra-S DNA damage checkpoint
rad9,positive regulation of catalytic activity
rad9,G1 DNA damage checkpoint
rad9,positive regulation of transcription from RNA polymerase II promoter
rad9,regulation of cell cycle
svs1,response to chemical
svs1,cellular response to vanadate(3-)
sim1,polysaccharide catabolic process
sim1,carbohydrate metabolic process
sim1,mitochondrion organization
sim1,metabolic process
sim1,fungal-type cell wall organization
sim1,cell wall organization
faa4,long-chain fatty acid metabolic process
faa4,lipid metabolic process
faa4,fatty acid metabolic process
faa4,metabolic process
faa4,long-chain fatty acid transport
faa4,long-chain fatty-acyl-CoA metabolic process
faa4,long-chain fatty acid import
faa4,sphingoid long-chain base transport
sgv1,"transcription, DNA-templated"
sgv1,protein phosphorylation
sgv1,cell cycle
sgv1,phosphorylation
sgv1,positive regulation of transcription elongation from RNA polymerase II promoter
sgv1,positive regulation of histone H3-K4 methylation
sgv1,regulation of cell cycle
sgv1,phosphorylation of RNA polymerase II C-terminal domain
lcb2,lipid metabolic process
lcb2,sphingolipid metabolic process
lcb2,metabolic process
lcb2,biosynthetic process
lcb2,sphingolipid biosynthetic process
ypk9,cation transport
ypk9,cellular calcium ion homeostasis
ypk9,biological_process unknown
ypk9,ATP hydrolysis coupled cation transmembrane transport
sba1,protein folding
sba1,positive regulation of telomere maintenance via telomerase
sba1,negative regulation of DNA binding
sba1,regulation of telomerase activity
sen15,tRNA-type intron splice site recognition and cleavage
sen15,"tRNA splicing, via endonucleolytic cleavage and ligation"
sen15,tRNA processing
sen15,RNA phosphodiester bond hydrolysis
sen15,"RNA phosphodiester bond hydrolysis, endonucleolytic"
yjl043w,biological_process unknown
erg9,lipid metabolic process
erg9,steroid biosynthetic process
erg9,ergosterol biosynthetic process
erg9,metabolic process
erg9,steroid metabolic process
erg9,isoprenoid biosynthetic process
erg9,lipid biosynthetic process
erg9,biosynthetic process
erg9,sterol biosynthetic process
erg9,farnesyl diphosphate metabolic process
erg9,oxidation-reduction process
mdn1,ribosomal large subunit assembly
mdn1,rRNA processing
mdn1,protein complex assembly
pap1,mRNA polyadenylation
pap1,mRNA processing
pap1,RNA 3'-end processing
pap1,RNA polyadenylation
pap1,snoRNA polyadenylation
rnh202,RNA catabolic process
rnh202,"DNA replication, removal of RNA primer"
rnh202,"RNA phosphodiester bond hydrolysis, endonucleolytic"
coq9,ubiquinone biosynthetic process
coq9,aerobic respiration
coq9,ubiquinone-6 biosynthetic process
bug1,transport
bug1,ER to Golgi vesicle-mediated transport
bug1,protein secretion
bug1,vesicle-mediated transport
lee1,biological_process unknown
yil054w,biological_process unknown
mrx5,biological_process unknown
yil001w,biological_process unknown
yil001w,regulation of proteolysis
yil001w,protein ubiquitination involved in ubiquitin-dependent protein catabolic process
yil001w,proteasome-mediated ubiquitin-dependent protein catabolic process
atg5,autophagosome assembly
atg5,mitophagy
atg5,C-terminal protein lipidation
atg5,transport
atg5,autophagy
atg5,cellular response to nitrogen starvation
atg5,protein transport
atg5,macroautophagy
atg5,CVT pathway
atg5,piecemeal microautophagy of nucleus
atg5,positive regulation of catalytic activity
atg5,late nucleophagy
ppe1,cellular protein modification process
ppe1,protein demethylation
ppe1,mitochondrial translation
ppe1,C-terminal protein demethylation
ubs1,protein export from nucleus
ubs1,protein ubiquitination
ymr1,dephosphorylation
ymr1,peptidyl-tyrosine dephosphorylation
ymr1,phosphatidylinositol dephosphorylation
mlp2,transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery
mlp2,posttranscriptional tethering of RNA polymerase II gene DNA at nuclear periphery
mlp2,"regulation of transcription, DNA-templated"
mlp2,protein import into nucleus
mlp2,poly(A)+ mRNA export from nucleus
mlp2,telomere tethering at nuclear periphery
mlp2,spindle pole body organization
mlp2,negative regulation of protein import into nucleus during spindle assembly checkpoint
smc2,mitotic sister chromatid segregation
smc2,DNA repair
smc2,DNA recombination
smc2,cell cycle
smc2,sister chromatid cohesion
smc2,mitotic chromosome condensation
smc2,synaptonemal complex assembly
smc2,meiotic chromosome condensation
smc2,chromosome condensation
smc2,chromosome organization
smc2,cell division
smc2,meiotic chromosome separation
smc2,tRNA gene clustering
smc2,rDNA condensation
smc2,negative regulation of meiotic DNA double-strand break formation
dos2,biological_process unknown
smm1,tRNA dihydrouridine synthesis
smm1,tRNA modification
smm1,tRNA processing
smm1,oxidation-reduction process
orm2,response to unfolded protein
orm2,negative regulation of sphingolipid biosynthetic process
orm2,cellular sphingolipid homeostasis
orm2,negative regulation of ceramide biosynthetic process
rtg3,mitophagy
rtg3,"transcription, DNA-templated"
rtg3,"regulation of transcription, DNA-templated"
rtg3,mitochondria-nucleus signaling pathway
rtg3,transcription factor import into nucleus
rtg3,positive regulation of transcription from RNA polymerase II promoter
rtg3,cellular response to oleic acid
cdc9,mitotic cell cycle
cdc9,DNA replication
cdc9,DNA ligation
cdc9,lagging strand elongation
cdc9,DNA repair
cdc9,base-excision repair
cdc9,nucleotide-excision repair
cdc9,DNA recombination
cdc9,cellular response to DNA damage stimulus
cdc9,cell cycle
cdc9,maintenance of DNA trinucleotide repeats
cdc9,DNA ligation involved in DNA repair
cdc9,cell division
cdc9,DNA biosynthetic process
cdc9,Okazaki fragment processing involved in mitotic DNA replication
cdc16,cell cycle
cdc16,protein ubiquitination
cdc16,anaphase-promoting complex-dependent catabolic process
cdc16,negative regulation of DNA-dependent DNA replication initiation
cdc16,cell division
isy1,generation of catalytic spliceosome for second transesterification step
isy1,mRNA 3'-splice site recognition
isy1,mRNA processing
isy1,RNA splicing
gtr2,transport
gtr2,autophagy
gtr2,cellular response to starvation
gtr2,negative regulation of autophagy
gtr2,protein transport
gtr2,lysosomal microautophagy
gtr2,positive regulation of GTPase activity
gtr2,positive regulation of transcription from RNA polymerase II promoter
gtr2,cellular response to amino acid stimulus
gtr2,protein localization to vacuolar membrane
gtr2,positive regulation of TORC1 signaling
oar1,lipid metabolic process
oar1,fatty acid metabolic process
oar1,fatty acid biosynthetic process
oar1,metabolic process
oar1,aerobic respiration
oar1,oxidation-reduction process
nfi1,chromosome segregation
nfi1,protein sumoylation
nfi1,chromosome condensation
nfi1,negative regulation of gene silencing
nfi1,DNA double-strand break attachment to nuclear envelope
lst8,regulation of cell growth
lst8,transport
lst8,signal transduction
lst8,establishment or maintenance of actin cytoskeleton polarity
lst8,fungal-type cell wall organization
lst8,TOR signaling
lst8,mitochondria-nucleus signaling pathway
lst8,activation of protein kinase activity
lst8,regulation of actin cytoskeleton organization
ypt32,transport
ypt32,exocytosis
ypt32,autophagy
ypt32,small GTPase mediated signal transduction
ypt32,protein transport
ypt32,vesicle-mediated transport
ypt32,early endosome to Golgi transport
tti2,cellular response to DNA damage stimulus
tti2,biological_process unknown
tti2,covalent chromatin modification
tti2,cellular response to nutrient levels
tti2,cellular response to heat
tti2,cellular response to salt stress
cne1,protein folding
cne1,ubiquitin-dependent ERAD pathway
sap185,G1/S transition of mitotic cell cycle
sap185,tRNA wobble uridine modification
sap185,cell cycle
rim15,phosphorelay signal transduction system
rim15,age-dependent response to oxidative stress involved in chronological cell aging
rim15,"regulation of transcription, DNA-templated"
rim15,protein phosphorylation
rim15,response to stress
rim15,cellular response to nitrogen starvation
rim15,cellular response to starvation
rim15,positive regulation of autophagy
rim15,phosphorylation
rim15,peptidyl-serine phosphorylation
rim15,cellular response to heat
rim15,intracellular signal transduction
rim15,regulation of meiotic nuclear division
rim15,meiotic cell cycle
yml108w,biological_process unknown
psy3,meiotic DNA recombinase assembly
psy3,recombinational repair
psy3,DNA recombinase assembly
psy3,DNA repair
psy3,mitotic recombination
psy3,cellular response to DNA damage stimulus
psy3,reciprocal meiotic recombination
psy3,response to ionizing radiation
psy3,strand invasion
psy3,error-free translesion synthesis
ymr310c,biological_process unknown
ymr310c,methylation
mrpl16,translation
mrpl16,mitochondrial translation
yhl042w,biological_process unknown
yhl042w,vesicle-mediated transport
caf120,mitotic cell cycle
caf120,"transcription, DNA-templated"
caf120,"regulation of transcription, DNA-templated"
caf120,regulation of transcription from RNA polymerase II promoter
caf120,signal transduction by protein phosphorylation
sgf29,"transcription, DNA-templated"
sgf29,"regulation of transcription, DNA-templated"
sgf29,covalent chromatin modification
sgf29,cellular protein localization
sgf29,cellular protein complex localization
sgf29,histone H3-K9 acetylation
sgf29,histone H3-K18 acetylation
sgf29,histone H3-K14 acetylation
sgf29,positive regulation of transcription from RNA polymerase II promoter
sgf29,heterochromatin organization involved in chromatin silencing
anr2,biological_process unknown
crh1,carbohydrate metabolic process
crh1,cell wall chitin metabolic process
crh1,metabolic process
crh1,fungal-type cell wall organization
crh1,cell wall organization
alg8,protein glycosylation
alg8,protein N-linked glycosylation
alg8,oligosaccharide-lipid intermediate biosynthetic process
pip2,"transcription, DNA-templated"
pip2,"regulation of transcription, DNA-templated"
pip2,transcription from RNA polymerase II promoter
pip2,positive regulation of fatty acid beta-oxidation
pip2,positive regulation of transcription from RNA polymerase II promoter
pip2,positive regulation of transcription from RNA polymerase II promoter by oleic acid
pip2,cellular response to oleic acid
dap2,proteolysis
dap2,protein processing
ynr048w,response to drug
ynr048w,phospholipid translocation
rsm19,ribosomal small subunit assembly
rsm19,translation
rsm19,mitochondrial translation
sla1,actin cortical patch assembly
sla1,endocytosis
sla1,actin filament organization
sla1,actin filament polymerization
sla1,fungal-type cell wall organization
hst4,chromatin silencing at telomere
hst4,"transcription, DNA-templated"
hst4,"regulation of transcription, DNA-templated"
hst4,histone deacetylation
hst4,short-chain fatty acid metabolic process
hst4,cellular response to biotin starvation
skm1,mitotic cell cycle
skm1,cell separation after cytokinesis
skm1,protein phosphorylation
skm1,negative regulation of gene expression
skm1,phosphorylation
skm1,signal transduction by protein phosphorylation
skm1,sterol import
skm1,negative regulation of sterol import by negative regulation of transcription from RNA polymerase II promoter
vas1,translation
vas1,tRNA aminoacylation for protein translation
vas1,valyl-tRNA aminoacylation
vas1,regulation of translational fidelity
tsc10,lipid metabolic process
tsc10,sphingolipid metabolic process
tsc10,3-keto-sphinganine metabolic process
tsc10,metabolic process
tsc10,sphingolipid biosynthetic process
tsc10,oxidation-reduction process
phm7,transport
phm7,ion transport
phm7,biological_process unknown
prp45,generation of catalytic spliceosome for second transesterification step
prp45,"mRNA splicing, via spliceosome"
prp45,mRNA processing
prp45,RNA splicing
kcc4,septin ring assembly
kcc4,protein phosphorylation
kcc4,cell cycle
kcc4,budding cell bud growth
kcc4,regulation of cell shape
kcc4,phosphorylation
kcc4,intracellular signal transduction
kcc4,morphogenesis checkpoint
kcc4,cell division
mrpl17,mitochondrial translation
tip20,transport
tip20,"retrograde vesicle-mediated transport, Golgi to ER"
tip20,protein transport
tip20,vesicle-mediated transport
tip20,Golgi vesicle transport
pde1,cAMP catabolic process
pde1,cAMP-mediated signaling
pde1,negative regulation of cAMP biosynthetic process
pde1,regulation of cAMP-mediated signaling
pde1,cGMP catabolic process
pde1,negative regulation of glucose mediated signaling pathway
pde1,negative regulation of cAMP-dependent protein kinase activity
wsc2,Rho protein signal transduction
wsc2,response to heat
wsc2,fungal-type cell wall organization
wsc2,cell wall organization
sdh7,gluconeogenesis
sdh7,succinate metabolic process
sdh7,regulation of gluconeogenesis
sdh7,response to oxidative stress
sdh7,carbon utilization
sdh7,mitochondrial respiratory chain complex II assembly
ugp1,glycogen biosynthetic process
ugp1,trehalose biosynthetic process
ugp1,UDP-glucose metabolic process
ugp1,(1->6)-beta-D-glucan biosynthetic process
ugp1,metabolic process
bap2,amino acid transmembrane transport
bap2,transport
bap2,amino acid transport
bap2,L-amino acid transport
bap2,phenylalanine transport
bap2,transmembrane transport
bap2,L-alpha-amino acid transmembrane transport
nrg1,negative regulation of transcription from RNA polymerase II promoter
nrg1,negative regulation of transcription from RNA polymerase II promoter by glucose
nrg1,"transcription, DNA-templated"
nrg1,"regulation of transcription, DNA-templated"
nrg1,pseudohyphal growth
nrg1,biofilm formation
nrg1,cellular hyperosmotic salinity response
nrg1,single-species surface biofilm formation
nrg1,negative regulation of invasive growth in response to glucose limitation by negative regulation of transcription from RNA polymerase II promoter
nrg1,negative regulation of cellular response to alkaline pH by negative regulation of transcription from RNA polymerase II promoter
nrg1,negative regulation of cellular hyperosmotic salinity response by negative regulation of transcription from RNA polymerase II promoter
nrg1,negative regulation of invasive growth in response to glucose limitation
edc3,deadenylation-independent decapping of nuclear-transcribed mRNA
edc3,cytoplasmic mRNA processing body assembly
edc3,"positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay"
utr2,carbohydrate metabolic process
utr2,cell wall chitin metabolic process
utr2,fungal-type cell wall organization
utr2,cell wall organization
mrpl25,mitochondrial translation
cmr3,biological_process unknown
eno1,gluconeogenesis
eno1,glycolytic process
eno1,"regulation of vacuole fusion, non-autophagic"
usv1,carbon catabolite activation of transcription from RNA polymerase II promoter
usv1,"transcription, DNA-templated"
usv1,"regulation of transcription, DNA-templated"
usv1,regulation of transcription from RNA polymerase II promoter in response to salt stress
cmg1,biological_process unknown
dma1,establishment of mitotic spindle orientation
dma1,septin ring assembly
dma1,cell cycle
dma1,protein ubiquitination
dma1,mitotic spindle orientation checkpoint
dma1,cellular bud neck septin ring organization
dma1,protein ubiquitination involved in ubiquitin-dependent protein catabolic process
dma1,cell division
dma1,protein autoubiquitination
dma1,regulation of formin-nucleated actin cable assembly
dma1,protein localization to bud neck
mnn4,protein N-linked glycosylation
mnn4,protein O-linked glycosylation
mnn4,response to stress
mnn4,positive regulation of catalytic activity
mnn4,cellular response to osmotic stress
pet122,translational initiation
pet122,regulation of translation
pet122,positive regulation of mitochondrial translation
pet122,mitochondrial respiratory chain complex IV biogenesis
cln2,regulation of cyclin-dependent protein serine/threonine kinase activity
cln2,re-entry into mitotic cell cycle after pheromone arrest
cln2,cell cycle
cln2,cell division
dse1,cell separation after cytokinesis
dse1,invasive growth in response to glucose limitation
dse1,cell cycle
dse1,regulation of pheromone-dependent signal transduction involved in conjugation with cellular fusion
dse1,cell division
dse1,cell wall organization
mim1,transport
mim1,protein transport
mim1,protein import into mitochondrial outer membrane
mim1,mitochondrial outer membrane translocase complex assembly
cbs1,regulation of translation
cbs1,positive regulation of mitochondrial translation
cbs1,mitochondrial respiratory chain complex III biogenesis
fmn1,riboflavin biosynthetic process
fmn1,FMN biosynthetic process
fmn1,phosphorylation
phm8,metabolic process
phm8,nucleotide catabolic process
phm8,cellular response to phosphate starvation
phm8,dephosphorylation
phm8,triglyceride homeostasis
phm8,response to carbon starvation
rps27bp,ribosomal small subunit assembly
rps27bp,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
rps27bp,"endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
rps27bp,cytoplasmic translation
rps27bp,translation
msh3,meiotic mismatch repair
msh3,removal of nonhomologous ends
msh3,DNA repair
msh3,mismatch repair
msh3,DNA recombination
msh3,mitotic recombination
msh3,cellular response to DNA damage stimulus
msh3,reciprocal meiotic recombination
msh3,replication fork arrest
msh3,maintenance of DNA repeat elements
pmr1,transport
pmr1,ion transport
pmr1,cation transport
pmr1,calcium ion transport
pmr1,manganese ion transport
pmr1,cellular calcium ion homeostasis
pmr1,exocytosis
pmr1,macroautophagy
pmr1,calcium ion transmembrane transport
pmr1,manganese ion transmembrane transport
pmr1,ATP hydrolysis coupled cation transmembrane transport
cct7,protein folding
cct7,'de novo' protein folding
cct7,cellular protein metabolic process
cct7,chaperone-mediated protein folding
chs1,barrier septum site selection
chs1,cell separation after cytokinesis
chs1,chitin biosynthetic process
chs1,cell wall chitin biosynthetic process
chs1,fungal-type cell wall organization
chs1,cell wall organization
psr1,protein dephosphorylation
psr1,response to stress
psr1,response to heat
psr1,dephosphorylation
psr1,cellular response to salt stress
ecm30,intracellular protein transport
ecm30,biological_process unknown
ecm30,cell wall organization
mir1,transport
mir1,phosphate ion transmembrane transport
mir1,transmembrane transport
trm3,RNA processing
trm3,tRNA processing
trm3,tRNA methylation
trm3,methylation
hap4,carbon catabolite activation of transcription from RNA polymerase II promoter
hap4,"transcription, DNA-templated"
hap4,"regulation of transcription, DNA-templated"
hap4,transcription from RNA polymerase II promoter
hap4,regulation of cellular respiration
yol019w,mitotic cytokinesis
yol019w,meiosis I
yol019w,biological_process unknown
yol019w,sporulation resulting in formation of a cellular spore
rer2,protein glycosylation
rer2,ER to Golgi vesicle-mediated transport
rer2,dolichol biosynthetic process
srp102,SRP-dependent cotranslational protein targeting to membrane
srp102,protein targeting to ER
yps3,proteolysis
yps3,protein catabolic process
yps3,fungal-type cell wall organization
yps3,cellular protein metabolic process
slc1,lipid metabolic process
slc1,metabolic process
slc1,phospholipid biosynthetic process
slc1,CDP-diacylglycerol biosynthetic process
slc1,glycerophospholipid biosynthetic process
ktr2,cell wall mannoprotein biosynthetic process
ktr2,protein glycosylation
ktr2,protein N-linked glycosylation
ktr2,mannosylation
yml002w,biological_process unknown
tir1,response to stress
tir1,biological_process unknown
tir1,fungal-type cell wall organization
hmg1,lipid metabolic process
hmg1,steroid biosynthetic process
hmg1,ergosterol biosynthetic process
hmg1,steroid metabolic process
hmg1,isoprenoid biosynthetic process
hmg1,coenzyme A metabolic process
hmg1,sterol biosynthetic process
hmg1,"isopentenyl diphosphate biosynthetic process, mevalonate pathway"
hmg1,oxidation-reduction process
ies3,telomere maintenance via recombination
ies3,telomere maintenance
ies3,chromatin silencing at telomere
ies3,"transcription, DNA-templated"
ies3,"regulation of transcription, DNA-templated"
ies3,nucleosome mobilization
ymr090w,biological_process unknown
tra1,DNA repair
tra1,"transcription, DNA-templated"
tra1,"regulation of transcription, DNA-templated"
tra1,phosphorylation
tra1,covalent chromatin modification
tra1,histone acetylation
tra1,positive regulation of transcription from RNA polymerase II promoter
rma1,one-carbon metabolic process
rma1,dihydrofolate biosynthetic process
rma1,biological_process unknown
rma1,biosynthetic process
rma1,folic acid-containing compound biosynthetic process
rma1,tetrahydrofolylpolyglutamate biosynthetic process
atg7,mitophagy
atg7,C-terminal protein lipidation
atg7,transport
atg7,autophagy
atg7,cellular response to nitrogen starvation
atg7,protein transport
atg7,macroautophagy
atg7,protein catabolic process
atg7,CVT pathway
atg7,protein modification by small protein conjugation
atg7,piecemeal microautophagy of nucleus
atg7,late nucleophagy
hsp78,mitochondrial genome maintenance
hsp78,response to stress
hsp78,positive regulation of mitochondrial translation in response to stress
hsp78,protein import into mitochondrial matrix
hsp78,cellular response to heat
hsp78,protein refolding
hsp78,protein unfolding
hsp78,protein stabilization
atx1,transport
atx1,ion transport
atx1,copper ion transport
atx1,cellular copper ion homeostasis
atx1,cellular iron ion homeostasis
atx1,intracellular copper ion transport
atx1,metal ion transport
atx1,cellular response to oxidative stress
gto3,glutathione metabolic process
yju3,triglyceride metabolic process
yju3,regulation of signal transduction
yju3,triglyceride catabolic process
aim9,biological_process unknown
mcm21,cell cycle
mcm21,chromosome segregation
mcm21,establishment of mitotic sister chromatid cohesion
mcm21,centromere complex assembly
mcm21,cell division
mcm21,meiotic cell cycle
mcm21,"protein localization to chromosome, centromeric region"
mcm21,negative regulation of meiotic DNA double-strand break formation involved in reciprocal meiotic recombination
ppq1,regulation of translation
ppq1,protein dephosphorylation
ppq1,negative regulation of pheromone-dependent signal transduction involved in conjugation with cellular fusion
mph2,maltose metabolic process
mph2,transport
mph2,carbohydrate transport
mph2,maltose transport
mph2,proton transport
mph2,hexose transmembrane transport
mph2,glucose import
mph2,transmembrane transport
mph2,glucose transmembrane transport
tes1,fatty acid beta-oxidation
tes1,acyl-CoA metabolic process
tes1,fatty acid oxidation
eis1,eisosome assembly
eki1,lipid metabolic process
eki1,phosphatidylethanolamine biosynthetic process
eki1,phosphatidylcholine biosynthetic process
eki1,CDP-choline pathway
eki1,phospholipid biosynthetic process
eki1,phosphorylation
eki1,glycerophospholipid biosynthetic process
rad1,meiotic mismatch repair
rad1,resolution of meiotic recombination intermediates
rad1,double-strand break repair via homologous recombination
rad1,removal of nonhomologous ends
rad1,"double-strand break repair via single-strand annealing, removal of nonhomologous ends"
rad1,DNA metabolic process
rad1,DNA amplification
rad1,DNA repair
rad1,"nucleotide-excision repair, DNA incision, 5'-to lesion"
rad1,mitotic recombination
rad1,cellular response to DNA damage stimulus
rad1,nucleotide-excision repair involved in interstrand cross-link repair
rps16bp,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
rps16bp,cytoplasmic translation
rps16bp,DNA recombination
rps16bp,translation
pet112,translation
pet112,mitochondrial translation
pet112,glutaminyl-tRNAGln biosynthesis via transamidation
gat2,"regulation of transcription, DNA-templated"
gat2,regulation of transcription from RNA polymerase II promoter
gat2,transcription from RNA polymerase II promoter
gat2,cell differentiation
gat2,positive regulation of transcription from RNA polymerase II promoter
mrx8,biological_process unknown
bna3,biosynthetic process
bna3,kynurenic acid biosynthetic process
bna3,L-kynurenine catabolic process
crc1,fatty acid metabolic process
crc1,transport
crc1,transmembrane transport
egt2,cytokinesis
egt2,cell separation after cytokinesis
egt2,cell cycle
egt2,cell division
eeb1,medium-chain fatty acid biosynthetic process
eeb1,medium-chain fatty acid catabolic process
sgn1,mRNA metabolic process
taz1,protein complex assembly
taz1,phospholipid metabolic process
taz1,inner mitochondrial membrane organization
taz1,metabolic process
taz1,phospholipid biosynthetic process
taz1,cardiolipin metabolic process
taz1,cardiolipin acyl-chain remodeling
taz1,mitochondrial ATP synthesis coupled electron transport
ufd1,ubiquitin-dependent protein catabolic process
ufd1,ubiquitin-dependent ERAD pathway
ufd1,"retrograde protein transport, ER to cytosol"
ufd1,proteasome-mediated ubiquitin-dependent protein catabolic process
ufd1,negative regulation of telomerase activity
