proteinname,go_IC
cnn1,kinetochore
cnn1,condensed chromosome kinetochore
cnn1,nucleus
cnn1,chromosome
cnn1,Ndc80 complex
mnn9,"alpha-1,6-mannosyltransferase complex"
mnn9,Golgi membrane
mnn9,endoplasmic reticulum
mnn9,endoplasmic reticulum membrane
mnn9,Golgi apparatus
mnn9,cis-Golgi network
mnn9,membrane
mnn9,integral component of membrane
tal1,nucleus
tal1,cytoplasm
spo7,nucleus
spo7,endoplasmic reticulum
spo7,endoplasmic reticulum membrane
spo7,membrane
spo7,integral component of membrane
spo7,nuclear membrane
spo7,Nem1-Spo7 phosphatase complex
hms1,cellular_component unknown
hms1,nucleus
ipa1,cellular_component unknown
hri1,nucleus
hri1,cytoplasm
hri1,endoplasmic reticulum membrane
hri1,cytosol
yhr022c,cellular_component unknown
yhr022c,intracellular
kch1,fungal-type vacuole
kch1,vacuole
kch1,vacuolar membrane
kch1,integral component of plasma membrane
kch1,mating projection
kch1,membrane
kch1,integral component of membrane
apm2,nucleus
apm2,clathrin-coated pit
apm2,membrane
apm2,AP-1 adaptor complex
apm2,clathrin adaptor complex
clc1,trans-Golgi network
clc1,clathrin-coated pit
clc1,membrane
clc1,clathrin vesicle coat
clc1,clathrin coat of trans-Golgi network vesicle
clc1,clathrin coat of coated pit
clc1,cytoplasmic vesicle membrane
clc1,cytoplasmic vesicle
kes1,Golgi membrane
kes1,cytoplasm
kes1,Golgi apparatus
kes1,cytosol
kes1,membrane
kes1,extrinsic component of membrane
dhh1,P-body
dhh1,cytoplasm
dhh1,cytoplasmic stress granule
dhh1,cytoplasmic side of membrane
csh1,Golgi membrane
csh1,fungal-type vacuole
csh1,vacuole
csh1,vacuolar membrane
csh1,membrane
csh1,integral component of membrane
rlp7,nucleus
rlp7,nucleolus
rlp7,cytosolic large ribosomal subunit
rlp7,"preribosome, large subunit precursor"
rho3,intracellular
rho3,cytosol
rho3,plasma membrane
rho3,cellular bud
rho3,membrane
nab3,nucleus
nab3,nucleoplasm
nab3,cytoplasm
nab3,Nrd1 complex
hrk1,nucleus
hrk1,cytoplasm
scp1,cytoplasm
scp1,cytoskeleton
scp1,actin cortical patch
tda3,cytoplasm
tda3,endosome
tda3,late endosome
tda3,cytosol
tys1,nucleus
tys1,cytoplasm
tys1,cytosol
tys1,cytoplasmic stress granule
yor385w,cytoplasm
ygr018c,cellular_component unknown
rpl39,intracellular
rpl39,cytoplasm
rpl39,ribosome
rpl39,cytosolic large ribosomal subunit
rpl39,intracellular ribonucleoprotein complex
nup49,nucleus
nup49,nuclear envelope
nup49,nuclear pore
nup49,membrane
nup49,integral component of membrane
nup49,nuclear membrane
nup49,nuclear pore central transport channel
ygl149w,cellular_component unknown
ygl149w,membrane
ygl149w,integral component of membrane
ras1,intracellular
ras1,nucleus
ras1,cytoplasm
ras1,plasma membrane
ras1,membrane
ras1,cell periphery
hkr1,extracellular region
hkr1,plasma membrane
hkr1,cell surface
hkr1,membrane
hkr1,integral component of membrane
hkr1,site of polarized growth
rpl3,intracellular
rpl3,cytoplasm
rpl3,ribosome
rpl3,cytosolic large ribosomal subunit
rpl3,intracellular ribonucleoprotein complex
rpl3,"preribosome, large subunit precursor"
gor1,nucleus
gor1,cytoplasm
gor1,mitochondrion
gor1,cytosol
rex4,intracellular
rex4,nucleus
rex4,nucleolus
cof1,intracellular
cof1,nucleus
cof1,cytoplasm
cof1,cytoskeleton
cof1,plasma membrane
cof1,actin cytoskeleton
cof1,nuclear matrix
cof1,actin cortical patch
ssh1,endoplasmic reticulum
ssh1,endoplasmic reticulum membrane
ssh1,membrane
ssh1,integral component of membrane
ssh1,Ssh1 translocon complex
mdm1,fungal-type vacuole
mdm1,cytoplasm
mdm1,intermediate filament
mdm1,integral component of membrane
mdm1,nucleus-vacuole junction
mdm1,cell periphery
rri2,nucleus
rri2,cytoplasm
rri2,COP9 signalosome
abz1,cytoplasm
aga1,extracellular region
aga1,cell wall
aga1,fungal-type cell wall
aga1,membrane
aga1,anchored component of membrane
aga1,cell periphery
vma6,"vacuolar proton-transporting V-type ATPase, V0 domain"
vma6,fungal-type vacuole membrane
vma6,lysosomal membrane
vma6,vacuole
vma6,vacuolar membrane
vma6,membrane
vma6,integral component of membrane
vma6,"proton-transporting V-type ATPase, V0 domain"
ref2,nucleus
ref2,cytosol
ref2,mRNA cleavage and polyadenylation specificity factor complex
fol1,cytoplasm
fol1,mitochondrion
fol1,mitochondrial envelope
fol1,membrane
fol1,mitochondrial membrane
rim8,cytosol
rim8,cytoplasmic side of plasma membrane
arg1,cytoplasm
arg1,cytosol
mam1,condensed nuclear chromosome kinetochore
mam1,nucleus
mam1,monopolin complex
aad3,cellular_component unknown
rad2,nucleotide-excision repair factor 3 complex
rad2,nucleus
mix23,cytoplasm
mix23,mitochondrion
mix23,mitochondrial intermembrane space
bbc1,cytoplasm
bbc1,cytoskeleton
bbc1,actin cortical patch
vma11,"vacuolar proton-transporting V-type ATPase, V0 domain"
vma11,fungal-type vacuole
vma11,fungal-type vacuole membrane
vma11,vacuole
vma11,vacuolar membrane
vma11,membrane
vma11,integral component of membrane
vma11,"proton-transporting two-sector ATPase complex, proton-transporting domain"
vma11,"proton-transporting V-type ATPase, V0 domain"
vma11,cell periphery
yrf1-7p,mitochondrion
npt1,"chromosome, telomeric region"
npt1,nucleus
npt1,cytoplasm
dss4,cytosol
dss4,membrane
scs2,"chromosome, telomeric region"
scs2,nucleus
scs2,nuclear envelope
scs2,endoplasmic reticulum
scs2,endoplasmic reticulum membrane
scs2,plasma membrane
scs2,cellular bud tip
scs2,cellular bud neck
scs2,membrane
scs2,integral component of membrane
scs2,integral component of endoplasmic reticulum membrane
scs2,nuclear membrane
scs2,nucleus-vacuole junction
pml1,nucleus
pml1,cytoplasm
pml1,RES complex
cst26,lipid particle
cst26,membrane
cst26,integral component of membrane
cog8,Golgi membrane
cog8,Golgi apparatus
cog8,cytosol
cog8,membrane
cog8,Golgi transport complex
ies6,nucleus
ies6,Ino80 complex
uba4,cytoplasm
uba4,cytosol
cox14,mitochondrion
cox14,mitochondrial envelope
cox14,mitochondrial inner membrane
cox14,mitochondrial matrix
cox14,membrane
cox14,integral component of membrane
cox14,extrinsic component of membrane
cox14,mitochondrial membrane
bud23,nucleus
bud23,nucleolus
bud23,cytoplasm
zrg8,cytoplasm
zrg8,mitochondrion
zrg8,cellular bud
zrg8,cellular bud tip
zrg8,cellular bud neck
zrg8,mating projection tip
gpi19,glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex
gpi19,nuclear envelope
gpi19,endoplasmic reticulum
gpi19,endoplasmic reticulum membrane
gpi19,membrane
gpi19,integral component of membrane
gpi19,integral component of endoplasmic reticulum membrane
mcm7,"chromosome, telomeric region"
mcm7,nucleus
mcm7,nuclear pre-replicative complex
mcm7,cytoplasm
mcm7,DNA replication preinitiation complex
mcm7,replication fork protection complex
mcm7,MCM complex
mcm7,MCM core complex
bcd1,nucleus
bcd1,cytoplasm
los1,nucleus
los1,nuclear pore
los1,cytoplasm
los1,mitochondrion
los1,integral component of membrane
los1,nuclear matrix
cmp2,cytoplasm
cmp2,calcineurin complex
sdh4,mitochondrion
sdh4,mitochondrial envelope
sdh4,mitochondrial inner membrane
sdh4,"mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone)"
sdh4,membrane
sdh4,integral component of membrane
kae1,EKC/KEOPS complex
kae1,"chromosome, telomeric region"
kae1,nuclear chromatin
kae1,nucleus
kae1,chromosome
kae1,cytoplasm
imd3,cytoplasm
imd3,plasma membrane
sag1,fungal-type vacuole
sag1,extracellular region
sag1,cell wall
sag1,fungal-type cell wall
sag1,membrane
sag1,anchored component of membrane
sag1,cell periphery
dal1,cellular_component unknown
dal1,cytoplasm
asf1,"chromosome, telomeric region"
asf1,nucleus
asf1,cytosol
rpn14,proteasome complex
rpn14,nucleus
rpn14,cytoplasm
rpn14,cytosol
opi3,mitochondrion
opi3,endoplasmic reticulum
opi3,endoplasmic reticulum membrane
opi3,membrane
opi3,integral component of membrane
opi3,mitochondrial membrane
opi3,cell periphery
got1,Golgi cis cisterna
got1,Golgi membrane
got1,endoplasmic reticulum
got1,Golgi apparatus
got1,cytosol
got1,membrane
got1,integral component of membrane
got1,ER to Golgi transport vesicle
jlp2,cytoplasm
chl1,nuclear chromatin
chl1,nucleus
nup84,"chromosome, telomeric region"
nup84,nucleus
nup84,nuclear pore
nup84,membrane
nup84,integral component of membrane
nup84,nuclear pore outer ring
nup84,nuclear membrane
ygl193c,cellular_component unknown
pam17,presequence translocase-associated import motor
pam17,mitochondrion
pam17,mitochondrial inner membrane
pam17,membrane
pam17,integral component of membrane
bos1,Golgi membrane
bos1,endoplasmic reticulum
bos1,endoplasmic reticulum membrane
bos1,Golgi apparatus
bos1,cytosol
bos1,ER to Golgi transport vesicle membrane
bos1,membrane
bos1,integral component of membrane
bos1,SNARE complex
bos1,late endosome membrane
ara2,cellular_component unknown
ppa2,cytoplasm
ppa2,mitochondrion
shu2,nucleus
shu2,site of double-strand break
shu2,Shu complex
hem1,mitochondrion
hem1,mitochondrial matrix
rnh70,intracellular
rnh70,nucleus
mnn10,"alpha-1,6-mannosyltransferase complex"
mnn10,endoplasmic reticulum
mnn10,endoplasmic reticulum membrane
mnn10,Golgi apparatus
mnn10,membrane
mnn10,integral component of membrane
utp21,nucleus
utp21,nucleolus
utp21,intracellular ribonucleoprotein complex
utp21,90S preribosome
utp21,small-subunit processome
utp21,Pwp2p-containing subcomplex of 90S preribosome
ypl088w,cellular_component unknown
rgt2,plasma membrane
rgt2,integral component of plasma membrane
rgt2,membrane
rgt2,integral component of membrane
rgt2,cell periphery
yor289w,nucleus
yor289w,cytoplasm
myo5,cytoplasm
myo5,cytoskeleton
myo5,cellular bud
myo5,myosin complex
myo5,actin cortical patch
myo5,mating projection tip
myo5,cell periphery
ypr071w,endoplasmic reticulum
ypr071w,endoplasmic reticulum membrane
ypr071w,membrane
ypr071w,integral component of membrane
ypr071w,cell periphery
pau19,cellular_component unknown
pau19,fungal-type cell wall
uba2,nucleus
uba2,cytosol
uba2,SUMO activating enzyme complex
ctr2,fungal-type vacuole membrane
ctr2,vacuole
ctr2,vacuolar membrane
ctr2,endoplasmic reticulum
ctr2,membrane
ctr2,integral component of membrane
mrs3,mitochondrion
mrs3,mitochondrial inner membrane
mrs3,membrane
mrs3,integral component of membrane
mtc2,cellular_component unknown
rad34,nucleotide-excision repair factor 2 complex
rad34,nucleus
rad34,cytoplasm
rad34,XPC complex
snz2,cellular_component unknown
cdc27,nucleus
cdc27,anaphase-promoting complex
cdc27,cytoplasm
cdc27,nuclear periphery
ysa1,nucleus
ysa1,cytoplasm
ysa1,mitochondrion
rgd2,intracellular
rgd2,cytoplasm
rgd2,cellular bud tip
rgd2,cellular bud neck
swd2,"chromosome, telomeric region"
swd2,nucleus
swd2,chromosome
swd2,mRNA cleavage and polyadenylation specificity factor complex
swd2,Set1C/COMPASS complex
noc4,nucleus
noc4,nucleolus
noc4,cytosol
noc4,intracellular ribonucleoprotein complex
noc4,90S preribosome
noc4,Noc4p-Nop14p complex
noc4,small-subunit processome
yil166c,fungal-type vacuole
yil166c,membrane
yil166c,integral component of membrane
yil166c,cell periphery
sks1,nucleus
sks1,cytoplasm
sts1,nucleus
sts1,cytoplasm
sts1,nuclear membrane
ydr444w,cytoplasm
she3,cytoplasm
she3,endoplasmic reticulum
she3,endoplasmic reticulum membrane
she3,cellular bud tip
she3,membrane
she3,actin cap
ifa38,endoplasmic reticulum
ifa38,endoplasmic reticulum membrane
ifa38,membrane
ifa38,integral component of membrane
ygl235w,cellular_component unknown
dgk1,Golgi membrane
dgk1,nucleus
dgk1,endoplasmic reticulum
dgk1,endoplasmic reticulum membrane
dgk1,Golgi apparatus
dgk1,membrane
dgk1,integral component of membrane
dgk1,integral component of endoplasmic reticulum membrane
dgk1,nuclear membrane
tye7,nuclear chromatin
tye7,nucleus
sly1,Golgi membrane
sly1,cytoplasm
sly1,endoplasmic reticulum
sly1,cytosol
sly1,membrane
sly1,ER to Golgi transport vesicle
sly1,SNARE complex
zps1,fungal-type vacuole
zps1,extracellular region
zps1,fungal-type cell wall
zps1,cell surface
zps1,cell periphery
atx2,Golgi membrane
atx2,late endosome
atx2,endoplasmic reticulum
atx2,Golgi apparatus
atx2,trans-Golgi network
atx2,membrane
atx2,integral component of membrane
aim14,endoplasmic reticulum
aim14,ribosome
aim14,membrane
aim14,integral component of membrane
aim14,perinuclear endoplasmic reticulum
ecm14,fungal-type vacuole
ecm14,extracellular space
ecm14,vacuole
frt2,endoplasmic reticulum
frt2,endoplasmic reticulum membrane
frt2,membrane
frt2,integral component of membrane
gsh2,intracellular
gsh2,cytosol
rad61,nuclear cohesin complex
rad61,nucleus
his4,intracellular
his4,cytoplasm
dtr1,prospore membrane
dtr1,membrane
dtr1,integral component of membrane
dtr1,cell periphery
rsm25,mitochondrion
rsm25,mitochondrial small ribosomal subunit
rsm25,ribosome
rsm25,intracellular ribonucleoprotein complex
afg2,intracellular
afg2,"preribosome, large subunit precursor"
shq1,nucleus
shq1,nucleoplasm
shq1,cytosol
stp1,intracellular
stp1,nucleus
stp1,cytoplasm
stp1,plasma membrane
stp1,membrane
esl1,cellular_component unknown
thi4,nucleus
thi4,cytoplasm
thi4,cytosol
cdc43,intracellular
cdc43,CAAX-protein geranylgeranyltransferase complex
ygr111w,nucleus
ygr111w,cytoplasm
sfc1,mitochondrion
sfc1,mitochondrial inner membrane
sfc1,membrane
sfc1,integral component of membrane
yrf1-4p,nucleus
vma3,"vacuolar proton-transporting V-type ATPase, V0 domain"
vma3,vacuole
vma3,vacuolar membrane
vma3,membrane
vma3,integral component of membrane
vma3,"proton-transporting two-sector ATPase complex, proton-transporting domain"
vma3,"proton-transporting V-type ATPase, V0 domain"
crt10,cellular_component unknown
crt10,catalytic step 2 spliceosome
yjl193w,membrane
yjl193w,integral component of membrane
yol014w,cellular_component unknown
ino2,nucleus
ino2,RNA polymerase II transcription factor complex
mnl2,Golgi membrane
mnl2,endoplasmic reticulum
mnl2,endoplasmic reticulum membrane
mnl2,membrane
mnl2,integral component of membrane
cmk1,cytoplasm
mms22,nucleus
mms22,Cul8-RING ubiquitin ligase complex
sst2,cytoplasm
sst2,plasma membrane
pep5,fungal-type vacuole membrane
pep5,vacuole
pep5,vacuolar membrane
pep5,cytosol
pep5,membrane
pep5,HOPS complex
pep5,CORVET complex
mph3,fungal-type vacuole
mph3,plasma membrane
mph3,integral component of plasma membrane
mph3,membrane
mph3,integral component of membrane
mph3,cell periphery
tcb1,mitochondrion
tcb1,endoplasmic reticulum
tcb1,plasma membrane
tcb1,membrane
tcb1,integral component of membrane
tcb1,cortical endoplasmic reticulum
tcb1,cell periphery
das2,nucleus
das2,cytoplasm
das2,cytosol
ygr053c,cellular_component unknown
lea1,nucleus
lea1,spliceosomal complex
lea1,U2 snRNP
lea1,cytoplasm
lea1,U2-type prespliceosome
rfm1,histone deacetylase complex
rfm1,nucleus
pms1,nucleus
pms1,cytoplasm
pms1,MutLalpha complex
rpb8,nucleus
rpb8,"DNA-directed RNA polymerase II, core complex"
rpb8,DNA-directed RNA polymerase III complex
rpb8,DNA-directed RNA polymerase I complex
ypl264c,membrane
ypl264c,integral component of membrane
ybp2,condensed nuclear chromosome kinetochore
ybp2,cytoplasm
ybp2,CENP-A containing nucleosome
kar1,cytoplasm
kar1,endoplasmic reticulum
kar1,spindle pole body
kar1,half bridge of spindle pole body
kar1,cytoskeleton
kar1,microtubule
hip1,vacuole
hip1,endoplasmic reticulum
hip1,plasma membrane
hip1,integral component of plasma membrane
hip1,membrane
hip1,integral component of membrane
hip1,cell periphery
ygl034c,cellular_component unknown
sip5,cytoplasm
skt5,incipient cellular bud site
skt5,cellular bud neck septin ring
skt5,plasma membrane
skt5,cellular bud neck
skt5,membrane
gal7,cytoplasm
ypr114w,endoplasmic reticulum
ypr114w,endoplasmic reticulum membrane
ypr114w,membrane
ypr114w,integral component of membrane
tif3,ribosome
tif3,polysome
tif3,cytoplasmic stress granule
tif3,eukaryotic translation initiation factor 4F complex
tif3,cytosolic small ribosomal subunit
aro3,nucleus
aro3,cytoplasm
aro3,mitochondrion
vab2,cytoplasm
vab2,vacuole
vab2,BLOC-1 complex
vab2,cytoplasmic vesicle
ssp2,ascospore wall
ssp2,prospore membrane
ssp2,nucleus
ssp2,spore wall
yih1,nucleus
yih1,cytoplasm
yih1,ribosome
yih1,polysome
prm8,endoplasmic reticulum
prm8,Golgi apparatus
prm8,plasma membrane
prm8,membrane
prm8,integral component of membrane
ycp4,cytoplasm
ycp4,mitochondrion
ycp4,plasma membrane
ycp4,membrane
ycp4,membrane raft
ycp4,cell periphery
mrx14,intracellular
mrx14,nucleus
mrx14,cytoplasm
mrx14,mitochondrion
mrx14,mitochondrial large ribosomal subunit
mrx14,ribosome
mrx14,intracellular ribonucleoprotein complex
ymd8,Golgi membrane
ymd8,endoplasmic reticulum-Golgi intermediate compartment
ymd8,Golgi apparatus
ymd8,membrane
ymd8,integral component of membrane
ymd8,COPI-coated vesicle
ymd8,COPI-coated vesicle membrane
ymd8,cytoplasmic vesicle
mme1,mitochondrion
mme1,mitochondrial inner membrane
mme1,membrane
mme1,integral component of membrane
smk1,intracellular
smk1,mitochondrion
mms4,nuclear chromatin
mms4,nucleus
mms4,Holliday junction resolvase complex
ylr031w,cellular_component unknown
ste7,cytoplasm
ste7,mating projection tip
rco1,histone deacetylase complex
rco1,nucleus
rco1,Rpd3S complex
rco1,Rpd3L complex
fms1,cytoplasm
jac1,mitochondrion
jac1,mitochondrial matrix
dbp8,nucleus
dbp8,nucleolus
dbp8,90S preribosome
rga2,intracellular
rga2,cellular bud neck split septin rings
arp5,nucleus
arp5,Ino80 complex
fui1,fungal-type vacuole
fui1,plasma membrane
fui1,membrane
fui1,integral component of membrane
fui1,cell periphery
pex21,cytoplasm
pex21,peroxisome
pex21,peroxisomal membrane
pex21,cytosol
pex21,membrane
qdr2,plasma membrane
qdr2,integral component of plasma membrane
qdr2,membrane
qdr2,integral component of membrane
qdr2,cell periphery
rps10ap,cytoplasm
rps10ap,ribosome
rps10ap,cytosolic small ribosomal subunit
rps10ap,intracellular ribonucleoprotein complex
bem4,nucleus
bem4,cytoplasm
bem4,cytosol
ylr278c,nucleus
nsp1,nucleus
nsp1,nuclear pore
nsp1,membrane
nsp1,integral component of membrane
nsp1,nuclear membrane
nsp1,nuclear periphery
nsp1,nuclear pore central transport channel
nsp1,nuclear pore nuclear basket
rpn6,proteasome complex
rpn6,"proteasome regulatory particle, lid subcomplex"
rpn6,proteasome storage granule
mss51,mitochondrion
mss51,mitochondrial inner membrane
mss51,vacuolar membrane
mss51,membrane
mss51,extrinsic component of mitochondrial inner membrane
lnp1,cytoplasm
lnp1,endoplasmic reticulum
lnp1,endoplasmic reticulum membrane
lnp1,membrane
lnp1,integral component of membrane
lnp1,endoplasmic reticulum tubular network
oaz1,cytoplasm
yml096w,cytoplasm
yml096w,cytosol
ecm9,cellular_component unknown
cfd1,cytoplasm
cfd1,Nbp35-Cfd1 ATPase complex
exo5,mitochondrion
rmt2,nucleus
rmt2,cytoplasm
mer1,nucleus
mer1,U1 snRNP
smy1,incipient cellular bud site
smy1,cytoplasm
smy1,cytoskeleton
smy1,microtubule
smy1,microtubule associated complex
smy1,cellular bud tip
smy1,cellular bud neck
smy1,mating projection tip
sap4,cytoplasm
sap4,mitochondrion
dug1,cytoplasm
dug1,mitochondrion
dug1,ribosome
qcr6,mitochondrion
qcr6,mitochondrial inner membrane
qcr6,mitochondrial respiratory chain complex III
qcr6,mitochondrial intermembrane space
qcr6,membrane
qcr6,integral component of membrane
qcr6,nuclear periphery
qcr6,respiratory chain
tda4,endoplasmic reticulum
tda4,membrane
tda4,integral component of membrane
atg33,mitochondrion
atg33,membrane
atg33,integral component of membrane
atg33,mitochondrial membrane
nup120,"chromosome, telomeric region"
nup120,nucleus
nup120,nuclear pore
nup120,membrane
nup120,integral component of membrane
nup120,nuclear pore outer ring
nup120,nuclear membrane
use1,endoplasmic reticulum
use1,endoplasmic reticulum membrane
use1,membrane
use1,integral component of membrane
use1,SNARE complex
use1,integral component of cytoplasmic side of endoplasmic reticulum membrane
yjr056c,nucleus
yjr056c,cytoplasm
sei1,endoplasmic reticulum
sei1,endoplasmic reticulum membrane
sei1,membrane
sei1,integral component of membrane
sei1,integral component of endoplasmic reticulum membrane
sei1,cortical endoplasmic reticulum
rts3,nucleus
rts3,cytoplasm
kip3,cytoplasm
kip3,cytoskeleton
kip3,kinesin complex
kip3,microtubule
kip3,microtubule associated complex
kip3,nuclear microtubule
kip3,cytoplasmic microtubule
bts1,cytoplasm
bts1,mitochondrion
hac1,nucleus
iml1,fungal-type vacuole membrane
iml1,vacuole
iml1,vacuolar membrane
iml1,membrane
iml1,Seh1-associated complex
iml1,extrinsic component of fungal-type vacuolar membrane
iml1,GATOR1 complex
coy1,Golgi membrane
coy1,Golgi apparatus
coy1,membrane
coy1,integral component of membrane
coy1,integral component of Golgi membrane
yjr079w,cellular_component unknown
agp2,fungal-type vacuole membrane
agp2,endoplasmic reticulum
agp2,endoplasmic reticulum membrane
agp2,integral component of plasma membrane
agp2,membrane
agp2,integral component of membrane
sfh5,fungal-type vacuole membrane
sfh5,nucleus
sfh5,cytoplasm
sfh5,endoplasmic reticulum
sfh5,endoplasmic reticulum membrane
sfh5,cytosol
sfh5,plasma membrane
sfh5,membrane
sfh5,organelle membrane
sfh5,cortical endoplasmic reticulum
sfh5,intracellular membrane-bounded organelle
sfh5,cell periphery
hrb1,nucleus
hrb1,cytoplasm
hrb1,integral component of membrane
prm3,nucleus
prm3,nuclear envelope
prm3,nuclear outer membrane
prm3,cytoplasm
prm3,spindle pole body
prm3,cytoskeleton
prm3,membrane
prm3,integral component of membrane
prm3,extrinsic component of nuclear outer membrane
prm3,nuclear periphery
rbl2,cytoplasm
rbl2,cytoskeleton
rbl2,microtubule
sup35,cytoplasm
sup35,cytosol
sup35,cytoplasmic stress granule
sup35,translation release factor complex
arr1,nucleus
arr1,cytoplasm
bud14,incipient cellular bud site
bud14,nucleus
bud14,cytoplasm
bud14,cellular bud tip
bud14,cellular bud neck
bud14,Kelch-containing formin regulatory complex
yor365c,membrane
yor365c,integral component of membrane
ddc1,condensed nuclear chromosome
ddc1,nucleus
ddc1,cytoplasm
ddc1,checkpoint clamp complex
mip1,mitochondrion
mip1,gamma DNA polymerase complex
rpt3,proteasome complex
rpt3,nucleus
rpt3,cytoplasm
rpt3,"proteasome regulatory particle, base subcomplex"
rpt3,nuclear proteasome complex
rpt3,cytosolic proteasome complex
yor387c,cellular_component unknown
yor387c,cytoplasm
yor387c,cytosol
atg19,pre-autophagosomal structure
atg19,cytoplasm
atg19,cytosol
atg19,membrane
atg19,extrinsic component of membrane
atg19,pre-autophagosomal structure membrane
atg19,CVT complex
dfg16,plasma membrane
dfg16,membrane
dfg16,integral component of membrane
cyt1,mitochondrion
cyt1,mitochondrial inner membrane
cyt1,mitochondrial respiratory chain
cyt1,mitochondrial respiratory chain complex III
cyt1,membrane
cyt1,integral component of membrane
cyt1,respiratory chain
rei1,intracellular
rei1,cytoplasm
rei1,cytosolic large ribosomal subunit
rei1,"preribosome, large subunit precursor"
tom1,intracellular
tom1,nucleus
tom1,nucleolus
tom1,cytoplasm
tom1,integral component of membrane
ssk2,incipient cellular bud site
ssk2,cytoplasm
ssk2,cytosol
ssk2,cellular bud tip
ssk2,cellular bud neck
ssk2,cell cortex
tom22,mitochondrion
tom22,mitochondrial outer membrane
tom22,mitochondrial outer membrane translocase complex
tom22,membrane
tom22,integral component of membrane
tom22,integral component of mitochondrial outer membrane
pdr3,nucleus
pdr3,cytoplasm
rad50,"nuclear chromosome, telomeric region"
rad50,nuclear chromatin
rad50,condensed nuclear chromosome
rad50,nucleus
rad50,mitochondrion
rad50,Mre11 complex
rad50,site of double-strand break
pap2,nucleus
pap2,nucleolus
pap2,cytosol
pap2,TRAMP complex
rsm10,intracellular
rsm10,mitochondrion
rsm10,mitochondrial small ribosomal subunit
rsm10,ribosome
rsm10,intracellular ribonucleoprotein complex
adh7,cellular_component unknown
rom1,intracellular
dxo1,cytoplasm
ecm21,cytoplasm
ecm21,cytosol
env7,fungal-type vacuole membrane
env7,vacuole
env7,vacuolar membrane
env7,membrane
pac11,cytoplasm
pac11,cytoskeleton
pac11,cytoplasmic dynein complex
pac11,microtubule
pac11,cytoplasmic microtubule
ypr015c,cellular_component unknown
ypr015c,intracellular
gnd2,cytosol
gnd2,plasma membrane
rnh203,nucleus
rnh203,cytoplasm
rnh203,ribonuclease H2 complex
ppr1,nucleus
tah18,cytoplasm
tah18,mitochondrion
gda1,Golgi membrane
gda1,Golgi apparatus
gda1,membrane
gda1,integral component of membrane
azf1,intracellular
azf1,nucleus
azf1,cytosol
nsa2,nucleus
nsa2,nucleolus
nsa2,"preribosome, large subunit precursor"
azr1,plasma membrane
azr1,membrane
azr1,integral component of membrane
azr1,cell periphery
tom71,mitochondrion
tom71,mitochondrial outer membrane
tom71,membrane
tom71,integral component of membrane
tom71,integral component of mitochondrial outer membrane
thi21,cellular_component unknown
tor2,fungal-type vacuole membrane
tor2,nucleus
tor2,cytoplasm
tor2,mitochondrion
tor2,vacuole
tor2,vacuolar membrane
tor2,plasma membrane
tor2,membrane
tor2,extrinsic component of cytoplasmic side of plasma membrane
tor2,TORC1 complex
tor2,TORC2 complex
rrt12,ascospore wall
rrt12,nuclear envelope
rrt12,spore wall
fig1,fungal-type vacuole
fig1,fungal-type cell wall
fig1,membrane
fig1,integral component of membrane
fig1,mating projection tip
pus9,nucleus
pus9,cytoplasm
pus9,mitochondrion
ysc83,mitochondrion
ysc83,mitochondrial outer membrane
ysc83,membrane
vba3,fungal-type vacuole membrane
vba3,vacuole
vba3,vacuolar membrane
vba3,endoplasmic reticulum
vba3,membrane
vba3,integral component of membrane
nte1,endoplasmic reticulum
nte1,endoplasmic reticulum membrane
nte1,membrane
nte1,integral component of membrane
ykr045c,cytoplasm
edc2,nucleus
edc2,nucleolus
edc2,cytoplasm
yfl067w,cellular_component unknown
yfl067w,membrane
yfl067w,integral component of membrane
yfl067w,cell periphery
ant1,cytoplasm
ant1,peroxisome
ant1,peroxisomal membrane
ant1,integral component of peroxisomal membrane
ant1,membrane
ant1,integral component of membrane
imp3,intracellular
imp3,nucleus
imp3,nucleolus
imp3,small ribosomal subunit
imp3,intracellular ribonucleoprotein complex
imp3,90S preribosome
imp3,small-subunit processome
imp3,Mpp10 complex
rps27ap,intracellular
rps27ap,cytoplasm
rps27ap,ribosome
rps27ap,cytosolic small ribosomal subunit
rps27ap,intracellular ribonucleoprotein complex
tma17,nucleus
tma17,cytoplasm
tma17,ribosome
erg29,cell
erg29,nuclear envelope
erg29,cytoplasm
erg29,endoplasmic reticulum
erg29,membrane
erg29,integral component of membrane
mnd2,nucleus
mnd2,anaphase-promoting complex
ama1,anaphase-promoting complex
pmc1,fungal-type vacuole membrane
pmc1,vacuole
pmc1,vacuolar membrane
pmc1,integral component of plasma membrane
pmc1,membrane
pmc1,integral component of membrane
ncr1,fungal-type vacuole membrane
ncr1,vacuole
ncr1,vacuolar membrane
ncr1,endoplasmic reticulum
ncr1,membrane
ncr1,integral component of membrane
gpt2,cytoplasm
gpt2,endoplasmic reticulum
gpt2,lipid particle
gpt2,membrane
gpt2,integral component of membrane
gpt2,integral component of endoplasmic reticulum membrane
gln4,cytoplasm
gln4,mitochondrion
gln4,cytosol
mcm1,nuclear chromatin
mcm1,nucleus
mcm1,cytosol
bet5,pre-autophagosomal structure
bet5,endoplasmic reticulum
bet5,Golgi apparatus
bet5,cis-Golgi network
