proteinname,go_IC
rrt12,serine-type peptidase activity
rrt12,hydrolase activity
rrt12,identical protein binding
fig1,molecular_function unknown
pus9,RNA binding
pus9,pseudouridine synthase activity
pus9,isomerase activity
pus9,deaminase activity
ysc83,molecular_function unknown
vba3,basic amino acid transmembrane transporter activity
vba3,transmembrane transporter activity
nte1,lysophospholipase activity
nte1,hydrolase activity
ykr045c,molecular_function unknown
edc2,RNA binding
edc2,mRNA binding
yfl067w,molecular_function unknown
yfl067w,structural molecule activity
ant1,adenine nucleotide transmembrane transporter activity
imp3,RNA binding
imp3,structural constituent of ribosome
imp3,rRNA binding
imp3,snoRNA binding
rps27ap,structural constituent of ribosome
rps27ap,metal ion binding
tma17,molecular_function unknown
tma17,"protein binding, bridging"
erg29,molecular_function unknown
mnd2,molecular_function unknown
ama1,enzyme activator activity
ama1,anaphase-promoting complex binding
ama1,ubiquitin-protein transferase activator activity
pmc1,nucleotide binding
pmc1,calcium-transporting ATPase activity
pmc1,ATP binding
pmc1,hydrolase activity
pmc1,cation-transporting ATPase activity
pmc1,metal ion binding
ncr1,hedgehog receptor activity
ncr1,sphingolipid transporter activity
gpt2,glycerol-3-phosphate O-acyltransferase activity
gpt2,glycerone-phosphate O-acyltransferase activity
gpt2,transferase activity
gpt2,"transferase activity, transferring acyl groups"
gln4,nucleotide binding
gln4,mRNA binding
gln4,aminoacyl-tRNA ligase activity
gln4,glutamine-tRNA ligase activity
gln4,ATP binding
gln4,ligase activity
gln4,"ligase activity, forming aminoacyl-tRNA and related compounds"
mcm1,RNA polymerase II core promoter proximal region sequence-specific DNA binding
mcm1,"transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding"
mcm1,core promoter proximal region sequence-specific DNA binding
mcm1,"transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding"
mcm1,"transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding"
mcm1,RNA polymerase II activating transcription factor binding
mcm1,RNA polymerase II repressing transcription factor binding
mcm1,"RNA polymerase II transcription factor activity, sequence-specific transcription regulatory region DNA binding"
mcm1,DNA binding
mcm1,DNA replication origin binding
mcm1,sequence-specific DNA binding
mcm1,"RNA polymerase II core promoter proximal region sequence-specific DNA binding, bending"
mcm1,protein dimerization activity
bet5,Rab guanyl-nucleotide exchange factor activity
mot2,nucleotide binding
mot2,nucleic acid binding
mot2,RNA binding
mot2,ubiquitin-protein transferase activity
mot2,zinc ion binding
mot2,sequence-specific DNA binding
mot2,metal ion binding
tma23,molecular_function unknown
cct8,nucleotide binding
cct8,ATP binding
cct8,protein binding involved in protein folding
cct8,unfolded protein binding
prp22,nucleotide binding
prp22,second spliceosomal transesterification activity
prp22,nucleic acid binding
prp22,RNA binding
prp22,ATP-dependent RNA helicase activity
prp22,helicase activity
prp22,ATP binding
prp22,ATP-dependent helicase activity
prp22,hydrolase activity
aip1,actin binding
aip1,actin filament binding
npy1,NAD+ diphosphatase activity
npy1,hydrolase activity
npy1,metal ion binding
ltp1,acid phosphatase activity
ltp1,phosphoprotein phosphatase activity
ltp1,protein tyrosine phosphatase activity
ltp1,hydrolase activity
rpl35bp,mRNA binding
rpl35bp,structural constituent of ribosome
efm1,methyltransferase activity
efm1,protein-lysine N-methyltransferase activity
efm1,transferase activity
yhr177w,molecular_function unknown
yhr177w,DNA binding
yta7,nucleotide binding
yta7,chromatin binding
yta7,ATP binding
yta7,ATPase activity
yta7,nucleoside-triphosphatase activity
yta7,histone binding
hxt15,transporter activity
hxt15,sugar
hxt15,proton symporter activity
hxt15,fructose transmembrane transporter activity
hxt15,glucose transmembrane transporter activity
hxt15,mannose transmembrane transporter activity
hxt15,transmembrane transporter activity
hxt15,substrate-specific transmembrane transporter activity
bap3,amino acid transmembrane transporter activity
bap3,L-amino acid transmembrane transporter activity
bap3,antiporter activity
vma4,"proton-transporting ATPase activity, rotational mechanism"
oms1,methyltransferase activity
oms1,S-adenosylmethionine-dependent methyltransferase activity
oms1,transferase activity
yaf9,molecular_function unknown
pex29,molecular_function unknown
uga4,amino acid transmembrane transporter activity
uga4,L-amino acid transmembrane transporter activity
uga4,antiporter activity
uga4,putrescine transmembrane transporter activity
uga4,gamma-aminobutyric acid
uga4,proton symporter activity
cwp1,structural constituent of cell wall
sec26,molecular_function unknown
sec26,structural molecule activity
rpl16bp,RNA binding
rpl16bp,mRNA binding
rpl16bp,structural constituent of ribosome
cox13,cytochrome-c oxidase activity
cox13,oxidoreductase activity
cox13,enzyme regulator activity
fet5,ferroxidase activity
fet5,iron ion transmembrane transporter activity
fet5,copper ion binding
fet5,oxidoreductase activity
fet5,metal ion binding
set2,methyltransferase activity
set2,transferase activity
set2,histone-lysine N-methyltransferase activity
set2,histone methyltransferase activity
set2,histone methyltransferase activity (H3-K36 specific)
ubx5,molecular_function unknown
taf12,"transcription factor activity, RNA polymerase II core promoter sequence-specific binding involved in preinitiation complex assembly"
taf12,RNA polymerase II activating transcription factor binding
taf12,DNA binding
taf12,chromatin binding
taf12,histone acetyltransferase activity
taf12,TBP-class protein binding
taf12,protein complex scaffold
taf12,protein heterodimerization activity
ulp1,endopeptidase activity
ulp1,peptidase activity
ulp1,cysteine-type peptidase activity
ulp1,hydrolase activity
ulp1,SUMO-specific protease activity
las21,catalytic activity
las21,transferase activity
las21,CP2 mannose-ethanolamine phosphotransferase activity
las21,mannose-ethanolamine phosphotransferase activity
fig4,hydrolase activity
fig4,phosphoric ester hydrolase activity
fig4,"phosphatidylinositol-3,5-bisphosphate 5-phosphatase activity"
she2,RNA binding
she2,mRNA binding
she2,lipid binding
rev1,magnesium ion binding
rev1,DNA binding
rev1,damaged DNA binding
rev1,DNA-directed DNA polymerase activity
rev1,transferase activity
rev1,nucleotidyltransferase activity
rev1,deoxycytidyl transferase activity
rev1,metal ion binding
sec15,Rab GTPase binding
prm9,molecular_function unknown
dam1,structural constituent of cytoskeleton
dam1,microtubule binding
dam1,microtubule plus-end binding
hda2,DNA binding
hda2,chromatin binding
hda2,histone deacetylase activity
dpb3,double-stranded DNA binding
dpb3,single-stranded DNA binding
dpb3,DNA-directed DNA polymerase activity
dpb3,transferase activity
dpb3,nucleotidyltransferase activity
dpb3,protein heterodimerization activity
bud6,actin binding
bud6,cytoskeletal regulatory protein binding
bud6,enzyme activator activity
rna1,GTPase activator activity
sor1,nucleotide binding
sor1,L-iditol 2-dehydrogenase activity
sor1,zinc ion binding
sor1,oxidoreductase activity
sor1,metal ion binding
yen1,single-stranded DNA endodeoxyribonuclease activity
yen1,DNA binding
yen1,catalytic activity
yen1,nuclease activity
yen1,endonuclease activity
yen1,crossover junction endodeoxyribonuclease activity
yen1,hydrolase activity
wss1,molecular_function unknown
wss1,metalloendopeptidase activity
wss1,peptidase activity
wss1,metallopeptidase activity
wss1,hydrolase activity
wss1,metal ion binding
wss1,SUMO-specific isopeptidase activity
pch2,nucleotide binding
pch2,ATP binding
pch2,ATPase activity
pch2,nucleoside-triphosphatase activity
rrd1,peptidyl-prolyl cis-trans isomerase activity
rrd1,protein tyrosine phosphatase activator activity
rrd1,isomerase activity
rrd1,phosphatase activator activity
rrd1,protein phosphatase regulator activity
yil102c,molecular_function unknown
ree1,molecular_function unknown
bdf1,core promoter binding
bdf1,TFIID-class transcription factor binding
bdf1,chromatin binding
bdf1,lysine-acetylated histone binding
csg2,enzyme regulator activity
swc3,molecular_function unknown
gpx2,peroxidase activity
gpx2,glutathione peroxidase activity
gpx2,oxidoreductase activity
gpx2,phospholipid-hydroperoxide glutathione peroxidase activity
fzo1,nucleotide binding
fzo1,GTPase activity
fzo1,GTP binding
fzo1,hydrolase activity
fzo1,protein homodimerization activity
kip2,nucleotide binding
kip2,microtubule motor activity
kip2,ATP binding
kip2,microtubule binding
kip2,ATPase activity
kip2,plus-end directed microfilament motor activity
jjj3,ferrous iron binding
jjj3,metal ion binding
btn2,SNARE binding
btn2,chaperone binding
atg21,phosphatidylinositol-3-phosphate binding
atg21,phosphatidylinositol binding
atg21,"phosphatidylinositol-3,5-bisphosphate binding"
lsm2,RNA binding
ylr257w,molecular_function unknown
dpb4,double-stranded DNA binding
dpb4,single-stranded DNA binding
dpb4,DNA-directed DNA polymerase activity
dpb4,transferase activity
dpb4,nucleotidyltransferase activity
dpb4,chromatin DNA binding
dpb4,nucleosomal DNA binding
dpb4,protein heterodimerization activity
bni4,protein binding
vam6,Ras guanyl-nucleotide exchange factor activity
vam6,Rab guanyl-nucleotide exchange factor activity
vam6,Rab GTPase binding
vam6,phosphatidylinositol binding
nip7,molecular_function unknown
nip7,RNA binding
odc2,transporter activity
odc2,dicarboxylic acid transmembrane transporter activity
yhr210c,molecular_function unknown
yhr210c,catalytic activity
yhr210c,aldose 1-epimerase activity
yhr210c,isomerase activity
yhr210c,carbohydrate binding
prs5,nucleotide binding
prs5,magnesium ion binding
prs5,ribose phosphate diphosphokinase activity
prs5,ATP binding
prs5,kinase activity
prs5,transferase activity
prs5,metal ion binding
ura3,catalytic activity
ura3,orotidine-5'-phosphate decarboxylase activity
ura3,lyase activity
ura3,carboxy-lyase activity
pam18,ATPase activator activity
pam18,unfolded protein binding
ylr464w,molecular_function unknown
rps14bp,structural constituent of ribosome
rps14bp,mRNA 5'-UTR binding
rps14bp,small ribosomal subunit rRNA binding
esc1,molecular_function unknown
spt8,transcription cofactor activity
spt8,TBP-class protein binding
ysc84,phosphatidylinositol binding
ysc84,actin filament binding
pau6,molecular_function unknown
pau6,structural constituent of cell wall
yfr016c,molecular_function unknown
yfr016c,electron carrier activity
yfr016c,protein disulfide oxidoreductase activity
yjr061w,molecular_function unknown
hmg2,hydroxymethylglutaryl-CoA reductase (NADPH) activity
hmg2,oxidoreductase activity
hmg2,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
hmg2,NADP binding
hmg2,coenzyme binding
fyv6,molecular_function unknown
prk1,nucleotide binding
prk1,protein kinase activity
prk1,protein serine/threonine kinase activity
prk1,ATP binding
prk1,kinase activity
prk1,transferase activity
prk1,"transferase activity, transferring phosphorus-containing groups"
lpx1,triglyceride lipase activity
lpx1,lipase activity
lpx1,hydrolase activity
end3,actin binding
end3,calcium ion binding
end3,"protein binding, bridging"
mup1,L-methionine secondary active transmembrane transporter activity
mup1,amino acid transmembrane transporter activity
mup1,antiporter activity
ett1,molecular_function unknown
ybr287w,molecular_function unknown
grx4,RNA polymerase II activating transcription factor binding
grx4,electron carrier activity
grx4,protein disulfide oxidoreductase activity
grx4,disulfide oxidoreductase activity
grx4,metal ion binding
grx4,iron-sulfur cluster binding
grx4,"2 iron, 2 sulfur cluster binding"
sps22,molecular_function unknown
rpl13bp,RNA binding
rpl13bp,structural constituent of ribosome
lys20,catalytic activity
lys20,homocitrate synthase activity
lys20,transferase activity
lys20,"transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer"
gpg1,signal transducer activity
glo4,hydroxyacylglutathione hydrolase activity
glo4,zinc ion binding
glo4,hydrolase activity
glo4,metal ion binding
ubp13,thiol-dependent ubiquitin-specific protease activity
ubp13,peptidase activity
ubp13,cysteine-type peptidase activity
ubp13,hydrolase activity
ubp13,thiol-dependent ubiquitinyl hydrolase activity
ups2,molecular_function unknown
ups2,phosphatidic acid transporter activity
tos6,molecular_function unknown
zds1,protein phosphatase inhibitor activity
osh2,phospholipid binding
osh2,1-phosphatidylinositol binding
osh2,oxysterol binding
osh2,lipid binding
osh2,sterol transporter activity
leo1,"transcription factor activity, RNA polymerase II transcription factor binding"
leo1,RNA binding
leo1,RNA polymerase II C-terminal domain phosphoserine binding
cos6,molecular_function unknown
cos6,receptor activity
cdc10,nucleotide binding
cdc10,GTPase activity
cdc10,structural molecule activity
cdc10,GTP binding
cdc10,1-phosphatidylinositol binding
cdc10,phosphatidylinositol-5-phosphate binding
cdc10,protein complex scaffold
cdc10,phosphatidylinositol-4-phosphate binding
mss11,"transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding"
pds1,enzyme binding
rsc58,molecular_function unknown
rsc58,DNA translocase activity
fur4,transporter activity
fur4,nucleobase transmembrane transporter activity
fur4,uracil
fur4,cation symporter activity
gpi13,catalytic activity
gpi13,transferase activity
gpi13,"transferase activity, transferring phosphorus-containing groups"
gpi13,mannose-ethanolamine phosphotransferase activity
pau18,molecular_function unknown
pau18,structural constituent of cell wall
om14,molecular_function unknown
om14,nascent polypeptide-associated complex binding
vps20,protein binding
hul4,ubiquitin-protein transferase activity
hul4,transferase activity
hul4,ligase activity
smc1,nucleotide binding
smc1,DNA secondary structure binding
smc1,AT DNA binding
smc1,chromatin binding
smc1,double-stranded DNA binding
smc1,ATP binding
smc1,ATPase activity
smc1,protein heterodimerization activity
ark1,nucleotide binding
ark1,protein kinase activity
ark1,protein serine/threonine kinase activity
ark1,ATP binding
ark1,kinase activity
ark1,transferase activity
ark1,"transferase activity, transferring phosphorus-containing groups"
gcr2,"transcription factor activity, RNA polymerase II transcription factor binding"
gcr2,RNA polymerase II activating transcription factor binding
coq11,nucleotide binding
coq11,molecular_function unknown
coq11,catalytic activity
coq11,NADH dehydrogenase activity
coq11,coenzyme binding
rad9,double-stranded DNA binding
rad9,enzyme activator activity
rad9,histone binding
svs1,molecular_function unknown
sim1,molecular_function unknown
sim1,hydrolase activity
sim1,"hydrolase activity, acting on glycosyl bonds"
faa4,nucleotide binding
faa4,catalytic activity
faa4,long-chain fatty acid-CoA ligase activity
faa4,ATP binding
faa4,ligase activity
faa4,decanoate--CoA ligase activity
sgv1,nucleotide binding
sgv1,protein kinase activity
sgv1,protein serine/threonine kinase activity
sgv1,cyclin-dependent protein serine/threonine kinase activity
sgv1,ATP binding
sgv1,RNA polymerase II carboxy-terminal domain kinase activity
sgv1,kinase activity
sgv1,transferase activity
sgv1,"transferase activity, transferring phosphorus-containing groups"
lcb2,catalytic activity
lcb2,serine C-palmitoyltransferase activity
lcb2,transferase activity
lcb2,"transferase activity, transferring acyl groups"
lcb2,pyridoxal phosphate binding
ypk9,nucleotide binding
ypk9,molecular_function unknown
ypk9,ATP binding
ypk9,hydrolase activity
ypk9,ATPase activity
ypk9,cation-transporting ATPase activity
ypk9,metal ion binding
sba1,chaperone binding
sen15,tRNA-intron endonuclease activity
yjl043w,molecular_function unknown
erg9,catalytic activity
erg9,farnesyl-diphosphate farnesyltransferase activity
erg9,oxidoreductase activity
erg9,transferase activity
erg9,"transferase activity, transferring alkyl or aryl (other than methyl) groups"
erg9,squalene synthase activity
mdn1,nucleotide binding
mdn1,ATP binding
mdn1,ATPase activity
mdn1,nucleoside-triphosphatase activity
pap1,nucleotide binding
pap1,RNA binding
pap1,polynucleotide adenylyltransferase activity
pap1,ATP binding
pap1,transferase activity
pap1,nucleotidyltransferase activity
pap1,metal ion binding
rnh202,RNA-DNA hybrid ribonuclease activity
coq9,molecular_function unknown
coq9,lipid binding
bug1,molecular_function unknown
lee1,molecular_function unknown
lee1,nucleic acid binding
lee1,zinc ion binding
lee1,metal ion binding
yil054w,molecular_function unknown
mrx5,molecular_function unknown
yil001w,molecular_function unknown
yil001w,ubiquitin protein ligase binding
atg5,enzyme activator activity
atg5,hydrolase activity
atg5,Atg8 ligase activity
ppe1,structural constituent of ribosome
ppe1,hydrolase activity
ppe1,protein methylesterase activity
ppe1,carboxylic ester hydrolase activity
ubs1,molecular_function unknown
ymr1,mRNA binding
ymr1,phosphatidylinositol-3-phosphatase activity
ymr1,protein tyrosine phosphatase activity
ymr1,hydrolase activity
ymr1,phosphatase activity
mlp2,ribonucleoprotein complex binding
smc2,nucleotide binding
smc2,DNA secondary structure binding
smc2,AT DNA binding
smc2,chromatin binding
smc2,double-stranded DNA binding
smc2,ATP binding
smc2,ATPase activity
dos2,molecular_function unknown
smm1,catalytic activity
smm1,oxidoreductase activity
smm1,tRNA dihydrouridine synthase activity
smm1,flavin adenine dinucleotide binding
smm1,tRNA-dihydrouridine20 synthase activity
orm2,molecular_function unknown
rtg3,"RNA polymerase II transcription factor activity, sequence-specific DNA binding"
rtg3,RNA polymerase II transcription factor binding
rtg3,DNA binding
rtg3,sequence-specific DNA binding
rtg3,protein dimerization activity
cdc9,nucleotide binding
cdc9,DNA binding
cdc9,DNA ligase activity
cdc9,DNA ligase (ATP) activity
cdc9,ATP binding
cdc9,ligase activity
cdc9,metal ion binding
cdc16,ubiquitin-protein transferase activity
cdc16,protein binding
isy1,first spliceosomal transesterification activity
isy1,second spliceosomal transesterification activity
gtr2,nucleotide binding
gtr2,GTPase activity
gtr2,GTP binding
oar1,nucleotide binding
oar1,3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity
oar1,oxidoreductase activity
oar1,3-oxo-pimeloyl-[acp] methyl ester reductase activity
nfi1,nucleic acid binding
nfi1,double-stranded DNA binding
nfi1,zinc ion binding
nfi1,ligase activity
nfi1,SUMO transferase activity
nfi1,metal ion binding
lst8,protein binding
lst8,protein kinase activator activity
ypt32,nucleotide binding
ypt32,GTPase activity
ypt32,GTP binding
tti2,molecular_function unknown
cne1,calcium ion binding
cne1,protein binding
cne1,carbohydrate binding
cne1,unfolded protein binding
sap185,molecular_function unknown
sap185,protein serine/threonine phosphatase activity
rim15,phosphorelay response regulator activity
rim15,nucleotide binding
rim15,protein kinase activity
rim15,protein serine/threonine kinase activity
rim15,ATP binding
rim15,kinase activity
rim15,transferase activity
rim15,"transferase activity, transferring phosphorus-containing groups"
yml108w,molecular_function unknown
psy3,recombinase activity
psy3,four-way junction DNA binding
psy3,molecular_function unknown
psy3,double-stranded DNA binding
psy3,single-stranded DNA binding
psy3,endodeoxyribonuclease activity
psy3,DNA-dependent ATPase activity
ymr310c,methyltransferase activity
ymr310c,S-adenosylmethionine-dependent methyltransferase activity
ymr310c,transferase activity
mrpl16,peptidyltransferase activity
mrpl16,structural constituent of ribosome
mrpl16,rRNA binding
yhl042w,molecular_function unknown
yhl042w,receptor activity
caf120,molecular_function unknown
caf120,"signal transducer, downstream of receptor, with serine/threonine kinase activity"
caf120,phospholipid binding
sgf29,"transcription factor activity, RNA polymerase II transcription factor recruiting"
sgf29,methylated histone binding
anr2,molecular_function unknown
crh1,"hydrolase activity, hydrolyzing O-glycosyl compounds"
crh1,"transferase activity, transferring glycosyl groups"
crh1,hydrolase activity
crh1,"hydrolase activity, acting on glycosyl bonds"
alg8,transferase activity
alg8,"transferase activity, transferring glycosyl groups"
alg8,"transferase activity, transferring hexosyl groups"
alg8,"dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity"
alg8,"dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity"
pip2,RNA polymerase II core promoter proximal region sequence-specific DNA binding
pip2,"RNA polymerase II transcription factor activity, sequence-specific DNA binding"
pip2,"transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding"
pip2,DNA binding
pip2,"transcription factor activity, sequence-specific DNA binding"
pip2,zinc ion binding
pip2,metal ion binding
dap2,aminopeptidase activity
dap2,serine-type endopeptidase activity
dap2,peptidase activity
dap2,serine-type peptidase activity
dap2,dipeptidyl-peptidase activity
dap2,hydrolase activity
ynr048w,molecular_function unknown
ynr048w,phospholipid-translocating ATPase activity
rsm19,RNA binding
rsm19,structural constituent of ribosome
sla1,actin binding
sla1,cytoskeletal protein binding
sla1,"protein binding, bridging"
sla1,identical protein binding
sla1,ubiquitin binding
hst4,DNA binding
hst4,histone deacetylase activity
hst4,hydrolase activity
hst4,NAD-dependent histone deacetylase activity
hst4,metal ion binding
hst4,NAD+ binding
skm1,nucleotide binding
skm1,protein kinase activity
skm1,protein serine/threonine kinase activity
skm1,"signal transducer, downstream of receptor, with serine/threonine kinase activity"
skm1,ATP binding
skm1,phospholipid binding
skm1,kinase activity
skm1,transferase activity
skm1,"transferase activity, transferring phosphorus-containing groups"
vas1,nucleotide binding
vas1,aminoacyl-tRNA editing activity
vas1,aminoacyl-tRNA ligase activity
vas1,valine-tRNA ligase activity
vas1,ATP binding
vas1,ligase activity
tsc10,nucleotide binding
tsc10,oxidoreductase activity
tsc10,"oxidoreductase activity, acting on NAD(P)H"
tsc10,3-dehydrosphinganine reductase activity
phm7,molecular_function unknown
prp45,first spliceosomal transesterification activity
prp45,second spliceosomal transesterification activity
kcc4,nucleotide binding
kcc4,phosphatidylserine binding
kcc4,protein kinase activity
kcc4,protein serine/threonine kinase activity
kcc4,ATP binding
kcc4,"phosphatidylinositol-4,5-bisphosphate binding"
kcc4,kinase activity
kcc4,transferase activity
kcc4,"transferase activity, transferring phosphorus-containing groups"
kcc4,phosphatidic acid binding
mrpl17,structural constituent of ribosome
tip20,molecular_function unknown
pde1,"3',5'-cyclic-nucleotide phosphodiesterase activity"
pde1,"3',5'-cyclic-AMP phosphodiesterase activity"
pde1,phosphoric diester hydrolase activity
pde1,hydrolase activity
pde1,"3',5'-cyclic-GMP phosphodiesterase activity"
wsc2,transmembrane signaling receptor activity
sdh7,molecular_function unknown
ugp1,UTP
ugp1,glucose-1-phosphate uridylyltransferase activity
ugp1,transferase activity
ugp1,nucleotidyltransferase activity
ugp1,metal ion binding
ugp1,uridylyltransferase activity
bap2,amino acid transmembrane transporter activity
bap2,L-amino acid transmembrane transporter activity
bap2,antiporter activity
nrg1,RNA polymerase II core promoter proximal region sequence-specific DNA binding
nrg1,"transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding"
nrg1,RNA polymerase II repressing transcription factor binding
nrg1,"transcriptional repressor activity, RNA polymerase II transcription factor binding"
nrg1,nucleic acid binding
nrg1,DNA binding
nrg1,zinc ion binding
nrg1,sequence-specific DNA binding
nrg1,metal ion binding
edc3,molecular_function unknown
edc3,mRNA binding
utr2,"hydrolase activity, hydrolyzing O-glycosyl compounds"
utr2,"transferase activity, transferring glycosyl groups"
utr2,hydrolase activity
utr2,"hydrolase activity, acting on glycosyl bonds"
mrpl25,structural constituent of ribosome
cmr3,nucleic acid binding
cmr3,DNA binding
cmr3,zinc ion binding
cmr3,sequence-specific DNA binding
cmr3,metal ion binding
eno1,magnesium ion binding
eno1,phosphopyruvate hydratase activity
eno1,lyase activity
eno1,metal ion binding
usv1,nucleic acid binding
usv1,DNA binding
usv1,zinc ion binding
usv1,sequence-specific DNA binding
usv1,metal ion binding
cmg1,molecular_function unknown
cmg1,nucleic acid binding
dma1,ubiquitin-protein transferase activity
dma1,zinc ion binding
dma1,transferase activity
dma1,ligase activity
dma1,metal ion binding
mnn4,molecular_function unknown
mnn4,enzyme activator activity
pet122,translation initiation factor activity
cln2,cyclin-dependent protein serine/threonine kinase regulator activity
dse1,molecular_function unknown
mim1,molecular_function unknown
cbs1,translation regulator activity
fmn1,nucleotide binding
fmn1,FMN adenylyltransferase activity
fmn1,ATP binding
fmn1,riboflavin kinase activity
fmn1,kinase activity
fmn1,transferase activity
fmn1,metal ion binding
phm8,nucleotidase activity
phm8,hydrolase activity
phm8,lysophosphatidic acid phosphatase activity
rps27bp,structural constituent of ribosome
rps27bp,metal ion binding
msh3,nucleotide binding
msh3,Y-form DNA binding
msh3,heteroduplex DNA loop binding
msh3,double-strand/single-strand DNA junction binding
msh3,DNA binding
msh3,damaged DNA binding
msh3,ATP binding
msh3,DNA-dependent ATPase activity
msh3,mismatched DNA binding
msh3,DNA insertion or deletion binding
pmr1,nucleotide binding
pmr1,calcium-transporting ATPase activity
pmr1,calcium ion binding
pmr1,ATP binding
pmr1,manganese-transporting ATPase activity
pmr1,hydrolase activity
pmr1,cation-transporting ATPase activity
pmr1,metal ion binding
cct7,nucleotide binding
cct7,ATP binding
cct7,protein binding involved in protein folding
cct7,unfolded protein binding
chs1,chitin synthase activity
chs1,transferase activity
chs1,"transferase activity, transferring glycosyl groups"
chs1,"transferase activity, transferring hexosyl groups"
psr1,phosphoprotein phosphatase activity
psr1,hydrolase activity
psr1,phosphatase activity
ecm30,molecular_function unknown
mir1,inorganic phosphate transmembrane transporter activity
trm3,RNA binding
trm3,methyltransferase activity
trm3,RNA methyltransferase activity
trm3,tRNA (guanosine-2'-O-)-methyltransferase activity
trm3,tRNA (guanine) methyltransferase activity
trm3,transferase activity
hap4,"transcription factor activity, RNA polymerase II transcription factor binding"
hap4,"transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding"
hap4,RNA polymerase II activating transcription factor binding
hap4,DNA binding
yol019w,molecular_function unknown
rer2,polyprenyltransferase activity
rer2,prenyltransferase activity
rer2,transferase activity
rer2,"transferase activity, transferring alkyl or aryl (other than methyl) groups"
rer2,dehydrodolichyl diphosphate synthase activity
srp102,nucleotide binding
srp102,GTPase activity
srp102,signal recognition particle binding
srp102,GTP binding
yps3,aspartic-type endopeptidase activity
yps3,peptidase activity
yps3,hydrolase activity
slc1,1-acylglycerol-3-phosphate O-acyltransferase activity
slc1,transferase activity
slc1,"transferase activity, transferring acyl groups"
ktr2,"alpha-1,2-mannosyltransferase activity"
ktr2,mannosyltransferase activity
ktr2,transferase activity
ktr2,"transferase activity, transferring glycosyl groups"
yml002w,molecular_function unknown
tir1,structural constituent of cell wall
hmg1,hydroxymethylglutaryl-CoA reductase (NADPH) activity
hmg1,oxidoreductase activity
hmg1,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
hmg1,NADP binding
hmg1,coenzyme binding
ies3,molecular_function unknown
ymr090w,nucleotide binding
ymr090w,molecular_function unknown
tra1,histone acetyltransferase activity
tra1,kinase activity
tra1,"transferase activity, transferring phosphorus-containing groups"
tra1,"phosphotransferase activity, alcohol group as acceptor"
rma1,nucleotide binding
rma1,tetrahydrofolylpolyglutamate synthase activity
rma1,ATP binding
rma1,dihydrofolate synthase activity
rma1,ligase activity
atg7,nucleotide binding
atg7,catalytic activity
atg7,small protein activating enzyme activity
atg7,Atg12 activating enzyme activity
atg7,Atg8 activating enzyme activity
hsp78,nucleotide binding
hsp78,ATP binding
hsp78,ATPase activity
hsp78,nucleoside-triphosphatase activity
hsp78,misfolded protein binding
atx1,copper chaperone activity
atx1,metal ion binding
gto3,glutathione transferase activity
gto3,transferase activity
yju3,hydrolase activity
yju3,serine hydrolase activity
yju3,acylglycerol lipase activity
aim9,molecular_function unknown
aim9,"transferase activity, transferring phosphorus-containing groups"
mcm21,molecular_function unknown
ppq1,phosphoprotein phosphatase activity
ppq1,protein serine/threonine phosphatase activity
ppq1,magnesium-dependent protein serine/threonine phosphatase activity
ppq1,hydrolase activity
ppq1,metal ion binding
ppq1,cofactor binding
mph2,transporter activity
mph2,sugar
mph2,proton symporter activity
mph2,glucose transmembrane transporter activity
mph2,maltose transmembrane transporter activity
mph2,carbohydrate transmembrane transporter activity
mph2,alpha-glucoside transmembrane transporter activity
mph2,transmembrane transporter activity
mph2,substrate-specific transmembrane transporter activity
tes1,palmitoyl-CoA hydrolase activity
tes1,hydrolase activity
tes1,acyl-CoA hydrolase activity
tes1,carboxylic ester hydrolase activity
eis1,molecular_function unknown
eki1,nucleotide binding
eki1,choline kinase activity
eki1,ethanolamine kinase activity
eki1,ATP binding
eki1,kinase activity
eki1,transferase activity
eki1,"transferase activity, transferring phosphorus-containing groups"
eki1,"phosphotransferase activity, alcohol group as acceptor"
rad1,single-stranded DNA endodeoxyribonuclease activity
rad1,nucleic acid binding
rad1,DNA binding
rad1,damaged DNA binding
rad1,single-stranded DNA binding
rad1,nuclease activity
rad1,endonuclease activity
rad1,endodeoxyribonuclease activity
rad1,hydrolase activity
rps16bp,structural constituent of ribosome
pet112,nucleotide binding
pet112,ATP binding
pet112,ligase activity
pet112,"carbon-nitrogen ligase activity, with glutamine as amido-N-donor"
pet112,glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity
gat2,RNA polymerase II regulatory region sequence-specific DNA binding
gat2,"RNA polymerase II transcription factor activity, sequence-specific DNA binding"
