stdname,sysname
APD1,YBR151W
Uncharacterized,YFL065C
GUT2,YIL155C
Uncharacterized,YJL211C
GPI11,YDR302W
DEP1,YAL013W
RRT2,YBR246W
Uncharacterized,YIL100W
EMG1,YLR186W
GRX3,YDR098C
YUH1,YJR099W
HSP60,YLR259C
TGS1,YPL157W
BYE1,YKL005C
RPL12b,YDR418W
BMS1,YPL217C
Uncharacterized,YEL023C
RCN2,YOR220W
RTG1,YOL067C
RIM20,YOR275C
RPL31a,YDL075W
ARO1,YDR127W
TLG2,YOL018C
YHM2,YMR241W
YBT1,YLL048C
Uncharacterized,YLR053C
Uncharacterized,YPR203W
PDR17,YNL264C
DDI3,YNL335W
PEX30,YLR324W
Uncharacterized,YLR462W
RPN2,YIL075C
Uncharacterized,YHR212C
SDD3,YOL098C
UBP6,YFR010W
SNT309,YPR101W
AIF1,YNR074C
YAP3,YHL009C
FYV10,YIL097W
SPO13,YHR014W
PSK2,YOL045W
Uncharacterized,YOR053W
ASI1,YMR119W
ALG11,YNL048W
SNN1,YNL086W
MRH4,YGL064C
ECM32,YER176W
ACO1,YLR304C
FEX2,YPL279C
Uncharacterized,YDL180W
SOH1,YGL127C
LSP1,YPL004C
SEC10,YLR166C
CLN1,YMR199W
FRE2,YKL220C
Uncharacterized,YBL065W
URA10,YMR271C
SHO1,YER118C
GCN4,YEL009C
Uncharacterized,YLL066C
GEX2,YKR106W
PET117,YER058W
DNF3,YMR162C
ALT2,YDR111C
SEC20,YDR498C
CHS3,YBR023C
HAM1,YJR069C
MAL32,YBR299W
SAM50,YNL026W
RHO4,YKR055W
MVB12,YGR206W
Uncharacterized,YIR035C
PET191,YJR034W
YSP3,YOR003W
GCD6,YDR211W
Uncharacterized,YJL045W
MRPS18,YNL306W
TIM18,YOR297C
MET16,YPR167C
Uncharacterized,YMR057C
CAT5,YOR125C
RPS26a,YGL189C
UTP9,YHR196W
ISA2,YPR067W
MXR2,YCL033C
YML6,YML025C
PRE8,YML092C
ERG27,YLR100W
Uncharacterized,YKL115C
MTH1,YDR277C
SGM1,YJR134C
RSC8,YFR037C
DAS1,YJL149W
FMP41,YNL168C
TIM23,YNR017W
POP7,YBR167C
CDC40,YDR364C
OXR1,YPL196W
RAD7,YJR052W
VHR1,YIL056W
LCL1,YPL056C
RPC19,YNL113W
NMD2,YHR077C
MFA1,YDR461W
Uncharacterized,YPR109W
CDC42,YLR229C
SEC72,YLR292C
SPT23,YKL020C
PRP43,YGL120C
HHF1,YBR009C
VAM7,YGL212W
FAP7,YDL166C
Uncharacterized,YLR374C
FAB1,YFR019W
ASI3,YNL008C
MDY2,YOL111C
Uncharacterized,YIL161W
ELP6,YMR312W
MEI5,YPL121C
NOP8,YOL144W
MPT5,YGL178W
RAD57,YDR004W
MEP1,YGR121C
GPN3,YLR243W
PPH21,YDL134C
TPC1,YGR096W
NNF1,YJR112W
IST3,YIR005W
BRE4,YDL231C
Uncharacterized,YEL074W
RPS24b,YIL069C
ACF4,YJR083C
PNC1,YGL037C
FPR1,YNL135C
SNC1,YAL030W
ADH1,YOL086C
RPL9a,YGL147C
SHM1,YBR263W
ECM15,YBL001C
ARC35,YNR035C
Uncharacterized,YBR232C
Uncharacterized,YDL032W
Uncharacterized,YMR252C
RAI1,YGL246C
Uncharacterized,YCR101C
RPC11,YDR045C
GTT3,YEL017W
SSO1,YPL232W
GCN5,YGR252W
CUL3,YGR003W
Uncharacterized,YPR011C
GRH1,YDR517W
TRE2,YOR256C
DST1,YGL043W
ARN1,YHL040C
Uncharacterized,YPR044C
PRT1,YOR361C
ERV1,YGR029W
DBP3,YGL078C
MRS2,YOR334W
UBP3,YER151C
Uncharacterized,YOL024W
IPL1,YPL209C
FIT2,YOR382W
HYM1,YKL189W
CYC7,YEL039C
HFI1,YPL254W
Uncharacterized,YFL063W
FUB1,YCR076C
CAR2,YLR438W
YEH1,YLL012W
CDC50,YCR094W
Uncharacterized,YNL190W
LYS4,YDR234W
HVG1,YER039C
ADY3,YDL239C
DAL2,YIR029W
ATG9,YDL149W
FMP46,YKR049C
HDA3,YPR179C
SNF8,YPL002C
HOC1,YJR075W
FRA1,YLL029W
CTR1,YPR124W
APC2,YLR127C
AFG3,YER017C
AAT2,YLR027C
LAS1,YKR063C
CDC53,YDL132W
Uncharacterized,YHR097C
SMI1,YGR229C
SNZ1,YMR096W
Uncharacterized,YGR182C
UTP7,YER082C
Uncharacterized,YKL069W
Uncharacterized,YHR173C
AIM34,YMR003W
CUP9,YPL177C
Uncharacterized,YDL241W
GPM1,YKL152C
LCB5,YLR260W
CDC5,YMR001C
ALG3,YBL082C
BUD2,YKL092C
Uncharacterized,YLR149C
RPP1a,YDL081C
CIN4,YMR138W
YUR1,YJL139C
Uncharacterized,YDR149C
SPC3,YLR066W
MSY1,YPL097W
LPD1,YFL018C
SWR1,YDR334W
STP3,YLR375W
Uncharacterized,YPR142C
MPM1,YJL066C
CCS1,YMR038C
Uncharacterized,YGR117C
Uncharacterized,YHR033W
Uncharacterized,YOR342C
VAM3,YOR106W
PTR3,YFR029W
RIB7,YBR153W
SLG1,YOR008C
SGO1,YOR073W
HRQ1,YDR291W
NTG1,YAL015C
COA1,YIL157C
ABZ2,YMR289W
THI2,YBR240C
MLF3,YNL074C
PRP46,YPL151C
SAM1,YLR180W
RSM23,YGL129C
Uncharacterized,YJL213W
CAP1,YKL007W
Uncharacterized,YOR277C
INP54,YOL065C
SYF1,YDR416W
PIM1,YBL022C
Uncharacterized,YMR181C
Uncharacterized,YLR460C
ECM18,YDR125C
YRB30,YGL164C
Uncharacterized,YHR214W
RNP1,YLL046C
ALR1,YOL130W
FCF2,YLR051C
THI73,YLR004C
DCV1,YFR012W
ARR3,YPR201W
PET54,YGR222W
SPO22,YIL073C
LDS2,YOL047C
HXT17,YNR072W
RAD27,YKL113C
VPS29,YHR012W
TIM44,YIL022W
RPA49,YNL248C
Uncharacterized,YOR055W
COS3,YML132W
DOT1,YDR440W
Uncharacterized,YLR326W
Uncharacterized,YDL186W
OLA1,YBR025C
PMU1,YKL128C
Uncharacterized,YKL222C
ADK2,YER170W
FCP1,YMR277W
RSE1,YML049C
SLS1,YLR139C
ATG15,YCR068W
Uncharacterized,YLR446W
MET13,YGL125W
Uncharacterized,YOR248W
SLX8,YER116C
Uncharacterized,YKR104W
SHH4,YLR164W
Uncharacterized,YMR160W
GEX1,YCL073C
VTI1,YMR197C
PHO11,YAR071W
CPR7,YJR032W
GTT2,YLL060C
COS9,YKL219W
HYR1,YIR037W
ERG4,YGL012W
SYF2,YGR129W
IRC21,YMR073C
KIN3,YAR018C
EFM6,YNL024C
SER2,YGR208W
UPC2,YDR213W
MSG5,YNL053W
TRZ1,YKR079C
BUB2,YMR055C
RTR2,YDR066C
SPR1,YOR190W
YPT11,YNL304W
RHO1,YPR165W
RTT101,YJL047C
BSC2,YDR275W
CIN8,YEL061C
Uncharacterized,YGR021W
YOX1,YML027W
CSR2,YPR030W
MAL13,YGR288W
APC9,YLR102C
TUB2,YFL037W
UAF30,YOR295W
NHP2,YDL208W
MDM31,YHR194W
NMD5,YJR132W
Uncharacterized,YDR366C
PDR12,YPL058C
Uncharacterized,YFR035C
PRP2,YNR011C
RPL7b,YPL198W
CYB5,YNL111C
PCL5,YHR071W
IPI3,YNL182C
ELO3,YLR372W
SRB7,YDR308C
SFA1,YDL168W
ASG7,YJL170C
STE23,YLR389C
IMH1,YLR309C
GPX1,YKL026C
ENT5,YDR153C
SRP54,YPR088C
TAE1,YBR261C
PSF3,YOL146W
ARC40,YBR234C
Uncharacterized,YIL163C
Uncharacterized,YDL026W
SEC21,YNL287W
APE3,YBR286W
PRE5,YMR314W
MRP51,YPL118W
SOK1,YDR006C
PPT1,YGR123C
CSC1,YLR241W
MFG1,YDL233W
DCD1,YHR144C
UTP22,YGR090W
Uncharacterized,YJR149W
CDS1,YBR029C
RBG1,YAL036C
BAT1,YHR208W
NAM9,YNL137C
KRE33,YNL132W
RNQ1,YCL028W
ELM1,YKL048C
EFM5,YGR001C
PEX19,YDL065C
RTF1,YGL244W
Uncharacterized,YMR254C
GLC3,YEL011W
URE2,YNL229C
PRP9,YDL030W
RIE1,YGR250C
MRM1,YOR201C
KRE5,YOR336W
SEC63,YOR254C
PTC7,YHR076W
Uncharacterized,YAR047C
SLF1,YDR515W
SET1,YHR119W
PAU13,YHL046C
TSR4,YOL022C
ARF3,YOR094W
DDI2,YFL061W
HMRA2,YCR096C
RAD23,YEL037C
Uncharacterized,YBL059W
COG3,YER157W
YAH1,YPL252C
APA1,YCL050C
YHK8,YHR048W
SRT1,YMR101C
AXL1,YPR122W
HSP30,YCR021C
SLZ1,YNL196C
MRL1,YPR079W
SEC7,YDR170C
HXT14,YNL318C
UGA2,YBR006W
VID27,YNL212W
FAA2,YER015W
CIN10,YDR387C
NUP192,YJL039C
Uncharacterized,YBL053W
GIS4,YML006C
Uncharacterized,YLR125W
RPP1b,YDL130W
LRS4,YDR439W
XYL2,YLR070C
MCM16,YPR046W
SNF7,YLR025W
DUS3,YLR401C
Uncharacterized,YHR095W
Uncharacterized,YDR341C
YNK1,YKL067W
CTF13,YMR094W
Uncharacterized,YJL064W
RTR1,YER139C
MAD3,YJL013C
Uncharacterized,YNL018C
ALY1,YKR021W
CUE2,YKL090W
TAF4,YMR005W
Uncharacterized,YER084W
YPT6,YLR262C
AAD4,YDL243C
SPT14,YPL175W
LUC7,YDL087C
SEG2,YKL105C
MRPL44,YMR225C
MCR1,YKL150W
MTR2,YKL186C
ITT1,YML068W
GLR1,YPL091W
DCS2,YOR173W
LEM3,YNL323W
PRI1,YIR008C
CUP2,YGL166W
AGE1,YDR524C
Uncharacterized,YOR333C
SSD1,YDR293C
NRT1,YOR071C
CNS1,YBR155W
KXD1,YGL079W
OYE3,YPL171C
NCL1,YBL024W
PSK1,YAL017W
Uncharacterized,YBR242W
UMP1,YBR173C
PGA1,YNL158W
SWI6,YLR182W
MET14,YKL001C
AIM3,YBR108W
MKS1,YNL076W
SNA3,YJL151C
SEC11,YIR022W
PSE1,YMR308C
SUT1,YGL162W
SSO2,YMR183C
ERD1,YDR414C
GAS4,YOL132W
FSF1,YOR271C
IMD2,YHR216W
LTO1,YNL260C
RFT1,YBL020W
Uncharacterized,YIL024C
RPL27a,YHR010W
LSB5,YCL034W
PDR16,YNL231C
SPA2,YLL021W
NOP12,YOL041C
ZEO1,YOL109W
PCI8,YIL071C
PDR18,YNR070W
Uncharacterized,YNR025C
NMA1,YLR328W
ERO1,YML130C
SLX1,YBR228W
VPS75,YNL246W
TAM41,YGR046W
RIC1,YLR039C
Uncharacterized,YBR090C
PHO23,YNL097C
ENA2,YDR039C
GEP7,YGL057C
Uncharacterized,YBR027C
BRR2,YER172C
NPC2,YDL046W
RPL41a,YDL184C
Uncharacterized,YLR162W
PAU16,YKL224C
PCM1,YEL058W
PRM6,YML047C
OSW5,YMR148W
STB4,YMR019W
SSK1,YLR006C
FLO10,YKR102W
Uncharacterized,YHR127W
Uncharacterized,YOR300W
Uncharacterized,YIL086C
MTF1,YMR228W
PEA2,YER149C
IMD1,YAR073W
BOI2,YER114C
MHT1,YLL062C
ACA1,YER045C
DCK1,YLR422W
YLF2,YHL014C
NYV1,YLR093C
DAL7,YIR031C
Uncharacterized,YKR051W
TAP42,YMR028W
RBH2,YJR030C
RPS13,YDR064W
HIS6,YIL020C
RSF1,YMR030W
BUD30,YDL151C
MAL33,YBR297W
BUL1,YMR275C
MPO1,YGL010W
Uncharacterized,YMR122C
ERG2,YMR202W
GUK1,YDR454C
MSA2,YKR077W
THI72,YOR192C
CAN1,YEL063C
Uncharacterized,YPR063C
DON1,YDR273W
PHB2,YGR231C
SRO7,YPR032W
ACT1,YFL039C
UNG1,YML021C
STR2,YJR130C
RPL34b,YIL052C
CWC27,YPL064C
MLS1,YNL117W
PHO91,YNR013C
CPS1,YJL172W
URA6,YKL024C
YPK1,YKL126W
OSH3,YHR073W
COG5,YNL051W
Uncharacterized,YDR360W
ATG8,YBL078C
CTH1,YDR151C
ALD6,YPL061W
Uncharacterized,YDR306C
PTA1,YAL043C
ARC18,YLR370C
ZRG17,YNR039C
HXT6,YDR343C
FUN19,YAL034C
REH1,YLR387C
Uncharacterized,YPR126C
Uncharacterized,YNL285W
Uncharacterized,YIL165C
KAP120,YPL125W
ARG8,YOL140W
CRP1,YHR146W
RTT103,YDR289C
MXR1,YER042W
STT4,YLR305C
TPM2,YIL138C
NOT3,YIL038C
AIM4,YBR194W
SRS2,YJL092W
SSL2,YIL143C
DIA1,YMR316W
Uncharacterized,YGR125W
HIR2,YOR038C
DBF2,YGR092W
NOP7,YGR103W
Uncharacterized,YGL081W
YPD1,YDL235C
IRC20,YLR247C
Uncharacterized,YOL166C
LAA1,YJL207C
Uncharacterized,YOL075C
LST7,YGR057C
MRF1,YGL143C
SUL1,YBR294W
RPS5,YJR123W
THO2,YNL139C
PBP1,YGR178C
COX9,YDL067C
Uncharacterized,YBL109W
YCF1,YDR135C
PUS4,YNL292W
COX7,YMR256C
PAC10,YGR078C
TAT2,YOL020W
Uncharacterized,YGL242C
TMA16,YOR252W
RPL8a,YHL033C
BEM2,YER155C
RTG2,YGL252C
RPS7a,YOR096W
ECT1,YGR007W
SCO1,YBR037C
CIT3,YPR001W
Uncharacterized,YGL074C
UTR5,YEL035C
COQ8,YGL119W
PEX34,YCL056C
Uncharacterized,YPL205C
Uncharacterized,YMR103C
ATG41,YPL250C
Uncharacterized,YGR025W
ALF1,YNL148C
Uncharacterized,YNL194C
Uncharacterized,YCR023C
CWC22,YGR278W
RDH54,YBR073W
GPI18,YBR004C
DPB2,YPR175W
PTH2,YBL057C
CLB5,YPR120C
PRE7,YBL041W
USO1,YDL058W
PEX17,YNL214W
SFP1,YLR403W
AOS1,YPR180W
VAC8,YEL013W
Uncharacterized,YOR203W
TIP41,YPR040W
EFT2,YDR385W
FSH3,YOR280C
DIG2,YDR480W
GLO1,YML004C
AKL1,YBR059C
IZH3,YLR023C
AHT1,YHR093W
GGC1,YDL198C
LAM6,YLR072W
ISC10,YER180C
RPC17,YJL011C
SLI1,YGR212W
NOG1,YPL093W
MRP1,YDR347W
MRPL31,YKL138C
ILV1,YER086W
UME6,YDR207C
RPS28b,YLR264W
Uncharacterized,YKR023W
Uncharacterized,YDL218W
CTS1,YLR286C
PUB1,YNL016W
DYN2,YDR424C
Uncharacterized,YDL118W
RGT1,YKL038W
Uncharacterized,YKL107W
RPL21b,YPL079W
Uncharacterized,YGL199C
Uncharacterized,YKR018C
LCB4,YOR171C
SWP82,YFL049W
MRP17,YKL003C
NDE2,YDL085W
PEX3,YDR329C
RRP4,YHR069C
HIS2,YFR025C
SWD3,YBR175W
GVP36,YIL041W
Uncharacterized,YLR311C
ZIP2,YGL249W
ACP1,YKL192C
NRM1,YNR009W
Uncharacterized,YPR098C
DAN4,YJR151C
YET1,YKL065C
TAH11,YJR046W
Uncharacterized,YDL172C
Uncharacterized,YMR007W
BUD27,YFL023W
Uncharacterized,YPL108W
UBC13,YDR092W
SEC66,YBR171W
FAR1,YJL157C
BEM1,YBR200W
TOM7,YNL070W
TPO4,YOR273C
LPL1,YOR059C
POL2,YNL262W
Uncharacterized,YAR028W
Uncharacterized,YAR053W
RRP17,YDR412W
NUF2,YOL069W
SAC6,YDR129C
ATG10,YLL042C
Uncharacterized,YOL134C
MBB1,YJL199C
ICS2,YBR157C
GFD2,YCL036W
NTG2,YOL043C
YPQ1,YOL092W
DIT2,YDR402C
RTS2,YOR077W
YEF1,YEL041W
Uncharacterized,YGL042C
SUI1,YNL244C
IRR1,YIL026C
OLE1,YGL055W
PHO3,YBR092C
Uncharacterized,YLR458W
BUD17,YNR027W
Uncharacterized,YNL095C
QCR7,YDR529C
RME1,YGR044C
Uncharacterized,YBL113C
SLX4,YLR135W
STE13,YOR219C
NEW1,YPL226W
ASP3-4,YLR160C
MTF2,YDL044C
Uncharacterized,YML018C
LSM4,YER112W
Uncharacterized,YDL011C
Uncharacterized,YDR355C
SKG1,YKR100C
SDS3,YIL084C
Uncharacterized,YOR302W
Uncharacterized,YLR419W
Uncharacterized,YAR075W
DUR3,YHL016C
MRPL24,YMR193W
UBI4,YLL039C
THR4,YCR053W
NSE5,YML023C
GEP5,YLR091W
YSR3,YKR053C
SAP1,YER047C
TAF13,YML098W
URA4,YLR420W
YAE1,YJR067C
TVP18,YMR071C
SAS10,YDL153C
KAP122,YGL016W
MGA2,YIR033W
RRI1,YDL216C
ADE17,YMR120C
SMB1,YER029C
Uncharacterized,YKR075C
TOA1,YOR194C
ROT1,YMR200W
ARP7,YPR034W
Uncharacterized,YDR271C
BUD7,YOR299W
PHO81,YGR233C
MATALPHA2,YCR039C
JID1,YPR061C
HTB1,YDR224C
PTH1,YHR189W
SWC7,YLR385C
TFC6,YDR362C
PSF1,YDR013W
Uncharacterized,YBR138C
RPL42a,YNL162W
COA4,YLR218C
Uncharacterized,YGL138C
Uncharacterized,YNL115C
KRE9,YJL174W
Uncharacterized,YNL057W
TPO3,YPR156C
Uncharacterized,YDR157W
APS2,YJR058C
YHC1,YLR298C
EAF1,YDR359C
SSH4,YKL124W
IDH2,YOR136W
NNK1,YKL171W
ZAP1,YJL056C
TIM50,YPL063W
RRP40,YOL142W
INM2,YDR287W
MIG2,YGL209W
CPR5,YDR304C
CDC24,YAL041W
Uncharacterized,YDR199W
HHO1,YPL127C
PGI1,YBR196C
Uncharacterized,YHR140W
Uncharacterized,YLR400W
DPB11,YJL090C
YRB1,YDR002W
Uncharacterized,YLR198C
NCE101,YJL205C
BDS1,YOL164W
ILM1,YJR118C
Uncharacterized,YIL141W
BDP1,YNL039W
SCY1,YGL083W
CDD1,YLR245C
AIM6,YDL237W
RRM3,YHR031C
PCP1,YGR101W
STE6,YKL209C
Uncharacterized,YLR232W
BRX1,YOL077C
RGP1,YDR137W
Uncharacterized,YJR085C
RPS29b,YDL061C
MTC7,YEL033W
RPS1a,YLR441C
Uncharacterized,YBR292C
TFG2,YGR005C
SCM4,YGR049W
BRE5,YNR051C
DOT5,YIL010W
BUL2,YML111W
SBP1,YHL034C
FZF1,YGL254W
Uncharacterized,YOR392W
GPD2,YOL059W
MID2,YLR332W
DOC1,YGL240W
Uncharacterized,YFR006W
ARB1,YER036C
Uncharacterized,YLR444C
BUB3,YOR026W
PTC5,YOR090C
TYW1,YPL207W
GOS1,YHL031C
RPS25a,YGR027C
SPB1,YCL054W
MAK21,YDR060W
VIP1,YLR410W
PGM2,YMR105C
Uncharacterized,YGL117W
Uncharacterized,YCR025C
Uncharacterized,YBL055C
MSB1,YOR188W
FMP10,YER182W
DAL82,YNL314W
HMO1,YDR174W
ISN1,YOR155C
CLP1,YOR250C
GEP3,YOR205C
Uncharacterized,YPR177C
DPS1,YLL018C
Uncharacterized,YGL101W
ECM13,YBL043W
PUF2,YPR042C
OCA5,YHL029C
SMX3,YPR182W
ILV6,YCL009C
TCA17,YEL048C
Uncharacterized,YGR190C
CWC21,YDR482C
IRC25,YLR021W
BUD20,YLR074C
DUS4,YLR405W
RAP1,YNL216W
YTA12,YMR089C
Uncharacterized,YPR148C
PTM1,YKL039W
HXT3,YDR345C
LEU9,YOR108W
Uncharacterized,YJL068C
OYE2,YHR179W
SFB2,YNL049C
Uncharacterized,YGR210C
Uncharacterized,YCR087W
Uncharacterized,YDR250C
RPC37,YKR025W
MSC2,YDR205W
PRM10,YJL108C
PDR8,YLR266C
ECI1,YLR284C
DOT6,YER088C
HSL1,YKL101W
HEF3,YNL014W
YOP1,YPR028W
TAD2,YJL035C
GCY1,YOR120W
TEL1,YBL088C
MSL5,YLR116W
SEC3,YER008C
DAL4,YIR028W
MPC54,YOR177C
HCR1,YLR192C
AAD10,YJR155W
EHT1,YBR177C
FBP26,YJL155C
ALB1,YJL122W
DJP1,YIR004W
ECO1,YFR027W
RPL24b,YGR148C
Uncharacterized,YLR152C
PFA5,YDR459C
SPH1,YLR313C
ATG3,YNR007C
PGU1,YJR153W
CNB1,YKL190W
UGA3,YDL170W
Uncharacterized,YGL239C
Uncharacterized,YKL063C
VPS55,YJR044C
Uncharacterized,YJR011C
ADI1,YMR009W
RNH201,YNL072W
GAT1,YFL021W
HXT9,YJL219W
RIT1,YMR283C
Uncharacterized,YDR090C
Uncharacterized,YIL108W
VTS1,YOR359W
Uncharacterized,YMR187C
LDB19,YOR322C
VPS13,YLL040C
STE14,YDR410C
LAP3,YNL239W
LSM7,YNL147W
MED8,YBR193C
ALG6,YOR002W
UFE1,YOR075W
RPB7,YDR404C
Uncharacterized,YFR018C
Uncharacterized,YLR352W
Uncharacterized,YNR021W
ATG2,YNL242W
MSH2,YOL090W
RPL14a,YKL006W
MFA2,YNL145W
PBY1,YBR094W
RBA50,YDR527W
MTE1,YGR042W
PHO80,YOL001W
Uncharacterized,YLR338W
YPT53,YNL093W
MMT2,YPL224C
Uncharacterized,YBL111C
RKM5,YLR137W
SIR2,YDL042C
Uncharacterized,YBR096W
CAB1,YDR531W
NOC3,YLR002C
KAP123,YER110C
FTR1,YER145C
PFK27,YOL136C
EPT1,YHR123W
ISW2,YOR304W
XPT1,YJR133W
ETP1,YHL010C
SPG5,YMR191W
Uncharacterized,YLR108C
ADK1,YDR226W
RSC4,YKR008W
HRT3,YLR097C
TRS85,YDR108W
TDA5,YLR426W
Uncharacterized,YGL102C
CLB3,YDL155W
SEC14,YMR079W
DLT1,YMR126C
PUF4,YGL014W
RRN11,YML043C
FYV7,YLR068W
Uncharacterized,YMR279C
Uncharacterized,YKR073C
GAL83,YER027C
SLX5,YDL013W
TVP38,YKR088C
Uncharacterized,YMR206W
LIP5,YOR196C
MKK1,YOR231W
VMA13,YPR036W
Uncharacterized,YEL067C
MIC26,YGR235C
SNU114,YKL173W
RPL31b,YLR406C
Uncharacterized,YLL020C
SMC6,YLR383W
KRS1,YDR037W
SDC1,YDR469W
MST27,YGL051W
YGP1,YNL160W
SEC59,YMR013C
MFB1,YDR219C
ADP1,YCR011C
POR1,YNL055C
SPB4,YFL002C
CPR1,YDR155C
SWI3,YJL176C
GTS1,YGL181W
YDC1,YPL087W
VPS28,YPL065W
TIM54,YJL054W
BAG7,YOR134W
PIN3,YPR154W
SRP21,YKL122C
CDC19,YAL038W
SPC72,YAL047C
Uncharacterized,YGR107W
ZIP1,YDR285W
MCH4,YOL119C
CSS1,YIL169C
LSM12,YHR121W
MRPL49,YJL096W
CHS7,YHR142W
TAF14,YPL129W
Uncharacterized,YBR190W
Uncharacterized,YOL162W
PRP21,YJL203W
PWP1,YLR196W
Uncharacterized,YAL065C
HCS1,YKL017C
LCL3,YGL085W
SLN1,YIL147C
YIG1,YPL201C
Uncharacterized,YLR230W
POP8,YBL018C
Uncharacterized,YDR131C
Uncharacterized,YIL012W
SYO1,YDL063C
SDH5,YOL071W
CLA4,YNL298W
BSD2,YBR290W
SPF1,YEL031W
COS10,YNR075W
NOG2,YNR053C
DAT1,YML113W
SOD2,YHR008C
RPN11,YFR004W
Uncharacterized,YHR202W
CHS5,YLR330W
RET2,YFR051C
Uncharacterized,YHL037C
Uncharacterized,YNR068C
Uncharacterized,YOL057W
ADH4,YGL256W
RPS12,YOR369C
RPB9,YGL070C
TOG1,YER184C
HST3,YOR025W
ECM3,YOR092W
MSC1,YML128C
SPG4,YMR107W
MIP6,YHR015W
Uncharacterized,YNL198C
SNF3,YDL194W
DNF1,YER166W
RPB3,YIL021W
SNF4,YGL115W
RHB1,YCR027C
Uncharacterized,YDL009C
VPS52,YDR484W
SLM4,YBR077C
YRA1,YDR381W
NPR1,YNL183C
NGG1,YDR176W
RKR1,YMR247C
RPL28,YGL103W
RET1,YOR207C
TDH3,YGR192C
COR1,YBL045C
POL30,YBR088C
Uncharacterized,YLR407W
VHR2,YER064C
GDB1,YPR184W
MGS1,YNL218W
Uncharacterized,YLR076C
PRP6,YBR055C
ALE1,YOR175C
SCW11,YGL028C
Uncharacterized,YJL015C
PEX6,YNL329C
Uncharacterized,YJL220W
SPO1,YNL012W
RTT109,YLL002W
GPI1,YGR216C
Uncharacterized,YCR085W
IRC18,YJL037W
MRN1,YPL184C
Uncharacterized,YDR203W
Uncharacterized,YLR282C
BTT1,YDR252W
FLR1,YBR008C
CDC34,YDR054C
BSP1,YPR171W
APE1,YKL103C
Uncharacterized,YML037C
NUR1,YDL089W
AVL9,YLR114C
RRN5,YLR141W
PET20,YPL159C
EXO84,YBR102C
GIS1,YDR096W
RRP3,YHR065C
ELC1,YPL046C
Uncharacterized,YKL102C
NKP2,YLR315W
YKT6,YKL196C
Uncharacterized,YNR005C
ATG18,YFR021W
Uncharacterized,YJL120W
Uncharacterized,YDL176W
NUP85,YJR042W
NRK1,YNL129W
TUL1,YKL034W
GPI14,YJR013W
BCH2,YKR027W
BLI1,YKL061W
CUP1-1,YHR053C
KOG1,YHR186C
GPI12,YMR281W
YME2,YMR302C
GYP8,YFL027C
RDS2,YPL133C
Uncharacterized,YKL169C
GCV2,YMR189W
LDH1,YBR204C
Uncharacterized,YAL004W
Uncharacterized,YBR259W
SNF12,YNR023W
PDR15,YDR406W
COQ3,YOL096C
NAR1,YNL240C
HBT1,YDL223C
PCS60,YBR222C
Uncharacterized,YHL012W
NFS1,YCL017C
NST1,YNL091W
HCH1,YNL281W
MCH5,YOR306C
Uncharacterized,YMR226C
GCD11,YER025W
SAM4,YPL273W
RPB4,YJL140W
API2,YDR525W
KSS1,YGR040W
FMP40,YPL222W
PDA1,YER178W
Uncharacterized,YGR015C
PFA4,YOL003C
GNT1,YOR320C
Uncharacterized,YDR220C
HSP31,YDR533C
HMLALPHA1,YCL066W
SCC4,YER147C
RTC1,YOL138C
TRP3,YKL211C
SPP382,YLR424W
PRE6,YOL038W
IOC2,YLR095C
KRR1,YCL059C
HMT1,YBR034C
AFB1,YLR040C
RPA12,YJR063W
HLJ1,YMR161W
SAH1,YER043C
Uncharacterized,YDL157C
VPS71,YML041C
GON7,YJL184W
PRP16,YKR086W
ICP55,YER078C
Uncharacterized,YCR001W
NAT1,YDL040C
TSC13,YDL015C
INP1,YMR204C
DRE2,YKR071C
PAU11,YGL261C
TRM9,YML014W
SPT21,YMR179W
KIN4,YOR233W
Uncharacterized,YGR237C
HXT13,YEL069C
PXR1,YGR280C
OAC1,YKL120W
ZRT3,YKL175W
CTF3,YLR381W
HXT2,YMR011W
MGT1,YDL200C
IES5,YER092W
TDH2,YJR009C
ACE2,YLR131C
VTC2,YFL004W
Uncharacterized,YCR013C
EPO1,YMR124W
MND1,YGL183C
PRE2,YPR103W
NUP53,YMR153W
URN1,YPR152C
SEC16,YPL085W
VPS17,YOR132W
MMS2,YGL087C
TEF1,YPR080W
YIP1,YGR172C
Uncharacterized,YPL067C
TDH1,YJL052W
Uncharacterized,YAL045C
VMA21,YGR105W
SMD1,YGR074W
SDH8,YBR269C
KHA1,YJL094C
PTC4,YBR125C
BNI5,YNL166C
GCN2,YDR283C
RIM2,YBR192W
RSB1,YOR049C
CSM2,YIL132C
SEO1,YAL067C
PAN6,YIL145C
NCW2,YLR194C
PUT3,YKL015W
Uncharacterized,YLR236C
BIR1,YJR089W
Uncharacterized,YOL160W
YEF3,YLR249W
ECM25,YJL201W
GDE1,YPL110C
NFU1,YKL040C
RCK1,YGL158W
DSC2,YOL073C
TPK2,YPL203W
HOL1,YNR055C
Uncharacterized,YDR133C
RPN10,YHR200W
ATC1,YDR184C
NEL1,YHR035W
VAN1,YML115C
POP1,YNL221C
THI20,YOL055C
Uncharacterized,YIL032C
NNF2,YGR089W
HXK1,YFR053C
VMR1,YHL035C
Uncharacterized,YNL108C
SGD1,YLR336C
NIC96,YFR002W
AME1,YBR211C
MTL1,YGR023W
MUM2,YBR057C
